Coin,Description,Rang,Prix,Prix - Devise,Capitalisation,Capitalisation boursière - Devise,Changement de prix % 24 heures,Performance % 1 semaine,Performance % 1 mois,Performance % 3 mois,Performance % 6 mois,Performance % Année écoulée,Performance % 1 année,Performance % 5 années,Performance % 10 années,Performance % Tout l'historique,Volatilité 1 jour,Catégorie,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile exponentielle (34) 4 heures,Moyenne mobile exponentielle (200) 4 heures,persum,persum_long,mrat2,mratlong,diff,difflong
SUPER,SuperVerse,141,0.63655,USD,394181011,USD,-2.700926294,-11.30942429,-26.09770822,-18.79704044,-12.15516884,-52.48563111,11.27523818,-60.42688902,-60.42688902,-60.42688902,2.363514248,"Gaming, NFTs & Collectibles, Made in America",0.712061429,0.65672995,0.665415352,0.727137834,-57.04991751,-72.16260222,0.915115843,1.084253015,0.875418621,0.969272073
FARTCOIN,Fartcoin,84,0.89615,USD,896148437.1,USD,-0.891415426,-9.020304569,-46.23530118,-39.08713975,148.5990901,-4.009297543,6004.564033,6004.564033,6004.564033,6004.564033,3.317890564,"Memes, Gestion des données & IA",0.970397619,0.89630625,0.911331655,1.048393946,63.27664918,6110.066686,0.869264515,1.082663006,0.854783646,0.999825673
DEEP,DeepBook Protocol,113,0.14837,USD,508909100,USD,-5.183433465,-7.747310825,-24.94815115,-16.16566844,-12.7799659,49.42042559,2868.617133,2868.617133,2868.617133,2868.617133,1.953952313,"Échange décentralisé, DeFi, Tokens d'échange",0.155641905,0.144266385,0.156913901,0.161289596,-53.89378549,2889.091924,0.972870573,1.078850799,0.919898146,1.028444707
CKB,Nervos Network,189,0.004806,USD,226440268,USD,-3.001535105,-7.327419977,-15.37391488,-6.229879227,-29.45113985,-57.7234342,-41.50438169,-40.93646307,-59.95,-59.95,2.135246334,"Plateformes de smart contracts, Scaling",0.0053342,0.004954026,0.004972503,0.005184119,-51.05493396,-134.908835,0.959179886,1.076740413,0.927062059,0.97012006
MEW,cat in a dogs world,177,0.0028641,USD,254586666.7,USD,-2.280019114,-7.642182006,-31.9176258,-25.7944119,-3.149419844,-55.39734222,-38.90767868,-28.425,-28.425,-28.3975,2.772564711,"Memes, Mèmes animaliers",0.003092176,0.00288419,0.00295284,0.003157901,-60.86145754,-123.2488527,0.935064129,1.072112699,0.906963089,0.993034612
NFT,APENFT,125,4.63E-07,USD,463205367.9,USD,-0.658402677,-1.205050548,1.237023276,7.103054406,4.540838204,-11.06994068,2.502766099,-89.24198633,-89.24198633,-89.24198633,0.40023365,"NFTs & Collectibles, Marketplace",4.70E-07,4.39E-07,4.65E-07,4.66E-07,12.88091589,3.076718033,0.998418698,1.071587688,0.994034904,1.055520622
ALE,Ailey,293,0.51857,USD,197182641.3,USD,-0.013496838,0.385225909,-3.799276505,-10.38123877,246.3830071,366.8857477,159.7525546,245.8286095,245.8286095,245.8286095,0.31913659,"Santé, Web3",0.522436667,0.48759215,0.517969995,0.526910452,232.2024919,762.6400707,0.983032302,1.071462423,0.984171025,1.063532298
FTN,Fasttoken,222,4.5386,USD,1980016503,USD,-0.072658417,-0.676222781,0.743601696,2.890435492,15.17535401,29.13928013,87.3735664,350.536402,350.536402,350.536402,0.284717931,Niveau 1,4.566419048,4.274902,4.550257077,4.548763837,18.8093912,134.578636,1.000328274,1.068192685,0.997765583,1.061685157
BDX,Beldex,252,0.070552,USD,504313377.8,USD,-0.525907649,-2.822275175,-4.573059392,13.56458753,-5.043136516,-9.656435276,32.84127283,37.62956906,-26.77944008,-26.77944008,0.796903461,"Vie privée, Gestion des données & IA, Web3, DePIN",0.072471857,0.06879254,0.07152592,0.071828747,3.948391618,31.70628856,0.995784035,1.053484246,0.982225124,1.02557632
LPT,Livepeer,167,6.2991,USD,274868771.2,USD,-0.645151114,-3.043036572,-18.50150729,16.74296199,-16.80622326,-57.99199733,-45.45108476,111.3637452,5.927170453,5.927170453,2.00970201,"Computing dématérialisé & stockage, Gestion des données & IA, Social, médias et contenu, Web3, DePIN",6.490490476,6.1726905,6.379689648,6.565353024,-18.56476856,-103.5063434,0.971720732,1.051484839,0.959445742,1.020478833
KCS,KuCoin Token,58,12.695,USD,1617621449,USD,2.785199579,-3.305659228,5.230437666,11.4672052,5.186842323,20.43449388,54.60193986,832.770022,2245.622213,2245.622213,3.180269349,"Échange centralisé, Tokens d'échange",11.8192381,11.285078,12.4949392,11.89095323,21.88448519,91.69048126,1.050793739,1.04733331,1.067618361,1.124936841
PNUT,Peanut the Squirrel,197,0.21529,USD,215258139.2,USD,-2.860494496,-5.715161601,-34.7487422,-35.45688932,-2.016202439,-67.95373692,136.5824176,136.5824176,136.5824176,136.5824176,2.603600624,"Memes, Mèmes animaliers",0.231450952,0.22134245,0.220949011,0.241365368,-72.22183395,31.15558891,0.91541306,1.045669063,0.891967234,0.97265572
XAUT,Tether Gold,91,3330.53,USD,821055577.7,USD,-0.36377452,-0.164866623,-2.65820639,-0.653257488,13.40908627,27.05157549,32.21750876,71.77420187,105.4614436,105.4614436,0.344226841,Actifs réels,3355.93381,3212.1097,3339.681598,3349.143446,10.09762239,72.02491303,0.997174846,1.044775591,0.994442327,1.036866829
TON,Toncoin,21,3.2986,USD,8467408518,USD,1.063764562,-3.326397233,-1.301576853,10.77305393,-11.78326915,-39.99053995,-49.25230769,693.136906,693.136906,693.136906,2.142312967,"Plateformes de smart contracts, Niveau 1",3.3869,3.2442695,3.318093008,3.317863818,-2.311792069,-90.25306286,1.000069078,1.043963826,0.994193909,1.016746605
COMP,Compound,134,45.314,USD,427839901.6,USD,-1.37800418,-6.734450253,-14.44054228,7.634204276,-19.46325424,-38.10323867,-8.830633145,-73.30544919,-55.43861357,-55.43861357,2.375780918,"Prêts & Emprunts, DeFi, DAO, Made in America",48.32219048,46.341465,46.53189926,48.20429576,-26.26959224,-58.76292179,0.965306069,1.042741969,0.940040701,0.977828388
ONDO,Ondo,38,0.9284,USD,2932915430,USD,-1.2463577,-7.317560148,-18.79646637,-0.546331012,-19.85497238,-30.91233815,33.2082385,381.5033277,381.5033277,381.5033277,2.399516802,"Made in America, Actifs réels, Portefeuille financier World Liberty",0.975571429,0.9367186,0.949986082,0.966999645,-39.19776976,-18.10540304,0.982405824,1.041477588,0.960083083,0.991119425
AIOZ,AIOZ Network,131,0.37066,USD,444020660.8,USD,-1.297041042,-10.73166032,-20.28645777,-13.74985457,-16.80283713,-52.80861683,-15.78818226,-81.34549049,-81.34549049,-81.34549049,5.112717992,"Computing dématérialisé & stockage, Gestion des données & IA, Web3, Niveau 1, DePIN",0.372797619,0.3579654,0.374014965,0.377659791,-50.83914947,-99.14949079,0.990348915,1.041434784,0.981465352,1.035463204
PAXG,PAX Gold,79,3323.81,USD,936406398.3,USD,-0.325374405,-0.204166804,-2.992689013,-1.128284757,12.52809978,26.45609737,32.81476243,70.68096438,117.9507313,117.9507313,0.297375391,Actifs réels,3352.839524,3220.778,3332.183379,3348.019877,8.407126008,70.67067482,0.995269891,1.041002989,0.992768897,1.031989786
TAO,Bittensor,34,342.78,USD,3350842895,USD,-1.102071433,-6.328906378,-24.20563847,-18.48275862,-20.66746899,-22.13084961,15.42887271,322.4212223,322.4212223,322.4212223,2.183600713,"Computing dématérialisé & stockage, Oracles, Gestion des données & IA, DAO, Niveau 1, DePIN",362.4242857,348.3922,352.2216029,371.4288214,-63.35586608,-45.85220451,0.948288293,1.040276693,0.92286861,0.983891143
EURC,EURC,188,1.1594,USD,225278080.8,USD,-0.472143532,-0.463598901,-1.260432635,2.032913843,10.82011088,11.94361302,4.655997658,7.851162791,7.851162791,7.851162791,0.414973632,"Stablecoins, Stablecoins adossés à la monnaie fiduciaire",1.164619048,1.123121,1.164463421,1.16461176,11.59259209,29.45263539,0.999872628,1.036948866,0.995524895,1.032301951
CTC,Creditcoin,159,0.66143,USD,311808719.9,USD,-10.13652109,-6.520909592,-16.05579105,-2.415166716,-14.16242733,-37.56560317,56.05118105,16.48815177,-0.365655318,-0.365655318,6.989000214,"Prêts & Emprunts, Niveau 1, Actifs réels",0.70059,0.6764284,0.714557408,0.70366528,-32.63338509,1.907983837,1.015479133,1.035719375,0.939978167,0.977827069
RVN,Ravencoin,199,0.013344,USD,206845577.7,USD,-1.023587005,-2.09112921,-17.88307692,11.12591606,-11.01033678,-33.6482522,-20.83531087,-44.26963739,-49.63433561,-49.63433561,1.649312153,"Crypto-monnaies, DeFi, Made in America, Actifs réels",0.01384919,0.01337922,0.01354432,0.014132635,-17.76749765,-54.36798379,0.958371856,1.035126935,0.944197592,0.997367597
BAT,Basic Attention Token,193,0.14801,USD,221377973.4,USD,-1.706847314,-0.20227901,-13.3988649,1.515775034,-19.49853149,-36.30965188,-15.85880948,-60.74634509,-12.32641655,-12.32641655,1.97790206,"Plateformes de smart contracts, Gestion des données & IA, Interopérabilité, Social, médias et contenu, Marketing, Web3, Made in America",0.152834286,0.1480409,0.152033309,0.153074464,-31.38162136,-70.15121781,0.993198373,1.032378793,0.966915028,0.999791274
BEAM,Beam,148,0.00745,USD,368521731.1,USD,-1.809841425,-1.158239688,-18.06433874,-2.610559891,-22.60544359,-70.31517711,-47.80475194,-98.61523099,-98.70490093,-98.70490093,2.507824082,Gaming,0.00760169,0.007366362,0.007608226,0.007570118,-43.28034222,-143.3359325,1.005033992,1.031946363,0.984132662,1.011354044
KAS,Kaspa,44,0.088498,USD,2354570797,USD,2.523169601,-2.334102171,-21.47471162,-17.05904405,-11.90722676,-22.76987521,-44.55677781,47512.84769,47512.84769,47512.84769,4.010379531,"Crypto-monnaies, Niveau 1, Made in America",0.089838048,0.08716332,0.087475052,0.090340891,-50.44098243,-96.29292382,0.968277499,1.03068639,0.979600702,1.015312404
EIGEN,EigenLayer,132,1.3669,USD,442743898.5,USD,3.41046582,-2.877646724,-8.568561873,-2.007312352,-30.06037659,-61.08358957,36.7296516,36.7296516,36.7296516,36.7296516,5.199600031,Made in America,1.311604762,1.27270835,1.335688779,1.325636667,-40.63625081,-56.42162691,1.007582856,1.030561921,1.031127181,1.074008825
GAS,Gas,196,3.3108,USD,215176609.5,USD,-3.189871937,2.938158754,-5.905757972,0.911335304,-17.1658035,-25.66848522,-2.985905588,65.68041415,85.48519522,85.48519522,6.101612264,"Crypto-monnaies, Paiements",3.285242857,3.189561,3.339135894,3.269371278,-22.16022617,-44.908859,1.021338848,1.029998441,1.01267177,1.038011187
AR,Arweave,130,6.7339,USD,442097140.8,USD,-2.210113339,-8.522951109,-19.26457012,-6.516457735,-29.91142521,-57.93941287,-72.17922725,135.4460527,1214.964769,1214.964769,2.224195272,"Computing dématérialisé & stockage, Web3, Niveau 1, DePIN",7.149038095,6.9516605,6.964589767,7.112194562,-55.69245307,-166.5465231,0.979246238,1.02839287,0.946810431,0.968675038
POL,POL (prev. MATIC),42,0.23873,USD,2504017977,USD,-1.146713032,0.088042931,-6.266441556,1.539704819,-19.70333995,-47.12396731,-54.30865481,-52.25543234,-52.25543234,-52.25543234,1.965968698,Scaling,0.234381905,0.2288522,0.241256021,0.232577744,-24.43007669,-119.5962572,1.037313444,1.024162777,1.02645247,1.043162355
SUSDE,Ethena Staked USDe,212,1.1894,USD,5546703499,USD,0.050471063,0.202190396,0.345903991,1.337650166,3.210690732,4.746807574,8.949345058,11.13810503,11.13810503,11.13810503,0.042055682,"Stablecoins, Stablecoins couverts par des actifs, Actifs réhypothéqués",1.187880952,1.170662,1.188378737,1.18627683,4.894244889,18.24449353,1.001771852,1.014708731,1.00263275,1.016006328
FET,Artificial Superintelligence Alliance,59,0.66669,USD,1585442943,USD,-0.937565005,-5.666864759,-19.09396503,-21.23786121,-15.34417736,-47.50885757,-30.6360727,531.8872909,58.45069167,58.45069167,2.171532847,"Gestion des données & IA, Interopérabilité, Niveau 1",0.68449381,0.6747717,0.679867215,0.699101284,-55.6760036,-114.7269688,0.972487436,1.014407998,0.953638644,0.98802306
IOTA,IOTA,96,0.19419,USD,773293666.2,USD,-1.943953547,-2.812672038,-16.55279103,-6.899031547,-15.40773654,-30.77498931,40.41108148,-47.74794842,-69.63092211,-69.63092211,2.475583642,"Crypto-monnaies, Internet des objets, Social, médias et contenu, Niveau 1, DePIN, Actifs réels",0.197962381,0.19530275,0.19858136,0.199870656,-38.85955911,-12.67067591,0.993549344,1.01361799,0.971578338,0.994302436
GNO,Gnosis,153,130.56,USD,344554930.4,USD,-0.540869963,-8.140434813,-13.46765642,-1.642308272,-27.41827885,-50.85632552,-22.64109167,193.5911851,152.8272657,152.8272657,1.433997365,"Marchés prédictifs, DeFi, Niveau 1, Tokens d'échange",131.712381,130.1885,132.4300886,132.6902291,-42.52824354,-102.5580043,0.998039491,1.011705189,0.983945848,1.002853555
DYDX,dYdX,116,0.63933,USD,494495085.1,USD,-2.040910136,-3.70811055,-6.278585669,1.265562138,-20.62449562,-55.45049125,-42.15255157,-79.13550029,-79.13550029,-79.13550029,2.587632801,"Échange décentralisé, Niveau 1, Made in America, Tokens d'échange",0.631780952,0.62501275,0.647632052,0.628062307,-25.63751915,-116.9619763,1.031158923,1.010828903,1.017940406,1.022907133
USDY,Ondo US Dollar Yield,241,1.1017,USD,691669768,USD,0.036320712,-0.009076057,0.391835247,0.980751604,2.028153362,2.972240396,4.774132192,10.28028028,10.28028028,10.28028028,0.1998002,Stablecoins,1.100419048,1.0894435,1.101573079,1.099714506,3.400740213,10.75527755,1.001690051,1.010074453,1.001805463,1.011250239
APE,ApeCoin,129,0.59055,USD,444478352.2,USD,-2.451312377,-2.396654601,-18.36003926,-7.993019741,-19.2829219,-50.86862468,-6.844218422,-92.19104391,-92.19104391,-92.19051495,1.943741017,"Memes, NFTs & Collectibles",0.602474762,0.59735615,0.604376639,0.616614342,-45.6359809,-84.98878474,0.980153391,1.008568777,0.957729912,0.988606211
JASMY,JasmyCoin,97,0.015237,USD,753393460.1,USD,-2.207675523,-8.293710503,-23.815,-12.63689009,-28.55535237,-51.91251657,-26.46519439,-98.63181846,-98.63181846,-98.63181846,2.308105207,Internet des objets,0.015942048,0.015811319,0.015647125,0.015990853,-65.00724246,-119.5699534,0.978504698,1.008268008,0.952857242,0.963676687
SDAI,Savings Dai,233,1.164,USD,1320037556,USD,-0.008590327,0.02577984,0.120419749,0.466079751,1.411395714,3.008849558,5.597387281,7.340464773,7.340464773,7.340464773,0.017183607,"Stablecoins, Stablecoins couverts par des actifs",1.163614286,1.156722,1.163935436,1.163179616,1.997895214,10.4837123,1.000649789,1.005958463,1.000705295,1.006291918
USDE,Ethena USDe,15,1.0006,USD,11772504767,USD,-0.019984013,-0.009993005,-0.04994506,-0.03996004,0.222360224,0.278607364,0.210315473,0.009995002,0.009995002,0.009995002,0.11003301,"Stablecoins, Stablecoins couverts par des actifs",1.000857143,1.00010535,1.000834774,1.000821046,0.132455123,0.671323021,1.000013717,1.000751714,0.999779135,1.000494598
USDS,USDS,211,0.99927,USD,7803321503,USD,-0.002001401,0.037040745,0.113210572,0.861990653,0.107192947,0.368621937,-0.43343098,1.599324888,-11.54476007,-11.54476007,0.166276018,"Stablecoins, Stablecoins couverts par des actifs, Actifs réhypothéqués",0.99962381,0.99908165,0.999459312,0.99940757,1.082394172,0.904374557,1.000051772,1.000542658,0.999862348,1.000188523
LEO,UNUS SED LEO,19,9.4974,USD,8766500040,USD,-1.062544273,2.405572388,5.736965743,8.004776255,-2.748366749,5.236681145,63.142927,646.6509434,647.8267717,647.8267717,1.911735227,"Échange centralisé, Paiements, Tokens d'échange",9.218609524,9.214909,9.539519906,9.207919114,10.99337525,73.63601765,1.036012566,1.00040158,1.031438253,1.030655864
USD0,Usual USD,242,0.99824,USD,648137615.1,USD,0,0.008014747,0.039084031,0.062147912,0.049110499,-0.131058977,-0.195960808,-0.195960808,-0.195960808,-0.195960808,0.046091261,"Stablecoins, Stablecoins couverts par des actifs, Actifs réels",0.998121905,0.99781455,0.9984663,0.998063632,0.150342441,-0.215761374,1.000403449,1.000308028,1.00017671,1.000426382
GHO,GHO,261,0.99927,USD,349151386.2,USD,-0.010006304,-0.058008701,0.076113409,0.015013212,-0.020010606,0.120232048,-0.022011226,-0.051011222,-0.051011222,-0.051011222,0.029026124,Stablecoins,0.999601905,0.9993153,0.999552399,0.999362821,0.071116015,0.093223428,1.000189699,1.000286801,0.99990712,0.999954669
ATOM,Cosmos,47,4.4413,USD,2045907807,USD,-1.029641186,-1.806323237,-13.12180904,-7.355180542,-10.50637758,-28.13081541,-6.458367827,-20.7657695,-31.03266259,-31.03266259,2.093155677,"Plateformes de smart contracts, Interopérabilité, Niveau 1",4.477309524,4.476606,4.464966763,4.511481245,-30.98336716,-52.45074136,0.989689754,1.000157156,0.984443858,0.992113221
USDT,Tether USDt,4,0.9997,USD,1.67015E+11,USD,-0.020002,-0.099930049,-0.069972011,-0.04099549,-0.03,0.167329639,-0.044993251,-0.03,-0.03,-17.39108878,0.020006002,"Stablecoins, Stablecoins couverts par des actifs, Stablecoins adossés à la monnaie fiduciaire, Portefeuille financier World Liberty",1.000160952,1.0000772,1.000105495,1.000189119,-0.140967502,0.051340898,0.999916392,1.000083746,0.999510973,0.999622829
USR,Resolv USR,267,0.99985,USD,301938678.9,USD,-0.0100005,-0.015,-0.015,0.010002501,0.035017509,-0.054978009,-0.104905585,-0.104905585,-0.104905585,-0.104905585,0.017004251,,0.999910952,0.99983995,0.999898841,0.999913189,0.030020009,-0.114863584,0.99998565,1.000071014,0.999936805,1.000010052
USDG,Global Dollar,249,1.0001,USD,526393953.3,USD,-0.01099879,0.01,0.01,0.01700119,-0.009998,0.040012004,-0.704924543,-0.704924543,-0.704924543,-0.704924543,0.06002401,Stablecoins,0.99999619,0.99997605,0.999999887,0.999987822,0.01700319,-0.65790935,1.000012065,1.000020141,1.000112179,1.000123953
DAI,Dai,26,0.9997,USD,5363773088,USD,-0.02600104,0.013005592,-0.03,-0.059982005,0,0.04002802,-0.00700161,-0.165176351,9.237848286,9.237848286,0.070035018,"Stablecoins, Stablecoins couverts par des actifs, DeFi",0.999941429,0.99997225,1.000023366,1.000003787,-0.089982005,-0.026955596,1.00001958,0.999969178,0.999696214,0.999727742
USDC,USDC,7,0.9998,USD,67081194147,USD,-0.01700051,0.021008614,-0.02299931,-0.02,0.045029269,-0.02,0.008002241,-0.152034955,-0.767222812,-0.767222812,0.050015005,"Stablecoins, Stablecoins couverts par des actifs, Made in America, Stablecoins adossés à la monnaie fiduciaire, Portefeuille financier World Liberty",0.999885238,0.999952,0.999976711,0.999932538,0.002029959,0.01303151,1.000044176,0.999933235,0.999867453,0.999847993
USDD,USDD,123,0.99974,USD,473601588.6,USD,0.036022334,-0.065973611,-0.085948431,-0.115895694,0.0040012,0.166319333,-0.004473963,-0.0160016,-1.015841584,-1.015841584,0.182236908,"Stablecoins, Stablecoins algorithmiques",1.000076667,1.0001923,1.000097449,1.00016833,-0.197842924,0.049950876,0.999929131,0.999884389,0.999571742,0.999547787
USDTB,Ethena Labs (USDTb),230,0.9997,USD,1450614584,USD,-0.00700161,-0.00500125,-0.00400104,-0.02100189,-0.039996,-0.036947432,-0.036947432,-0.036947432,-0.036947432,-0.036947432,0.021009664,"Stablecoins, Stablecoins couverts par des actifs, Stablecoins adossés à la monnaie fiduciaire, Actifs réhypothéqués",0.999889048,1.000009754,0.999824975,0.999834244,-0.064998931,-0.134892755,0.99999073,0.999879295,0.999865734,0.999690249
RLUSD,Ripple USD,102,0.99982,USD,666623135.1,USD,-0.00600072,0.038021292,-0.00300045,-0.00400056,0.032016008,-0.1089009,-0.1089009,-0.1089009,-0.1089009,-0.1089009,0.038011784,"Stablecoins, Stablecoins adossés à la monnaie fiduciaire",0.999778095,0.9999481,0.999851869,0.999831825,0.025014998,-0.189786352,1.000020047,0.999829986,0.999988174,0.999871893
PYUSD,PayPal USD,69,0.99935,USD,1218505368,USD,0.053062614,0.071096692,-0.016007844,0.011008366,0.034033693,0.183454968,0.078667932,-0.065,-0.065,-0.065,0.118166615,"Stablecoins, Stablecoins couverts par des actifs, Stablecoins adossés à la monnaie fiduciaire",0.999145238,0.9993317,0.999301467,0.999280478,0.029034216,0.30716496,1.000021004,0.999813413,1.000069572,1.000018312
FDUSD,First Digital USD,62,0.99754,USD,1448892886,USD,0.015038046,-0.025055372,-0.102147092,-0.120151391,-0.004009703,0.017044828,-0.290871102,-0.226045209,-0.226045209,-0.226045209,0.057167501,"Stablecoins, Stablecoins adossés à la monnaie fiduciaire",0.997998571,0.99828905,0.997804044,0.998045461,-0.226308186,-0.397987369,0.99975811,0.999709024,0.999493549,0.999249666
TUSD,TrueUSD,114,0.99777,USD,493412314.4,USD,0.053146685,0.013030753,-0.034064382,-0.080114564,0.029073265,-0.087118481,-0.178078139,-0.328719334,-0.065303048,-0.065303048,0.07118865,"Stablecoins, Stablecoins couverts par des actifs, Stablecoins adossés à la monnaie fiduciaire",0.997419524,0.99783945,0.997686548,0.997532925,-0.085105681,-0.316237919,1.000154003,0.999579165,1.000237661,0.9999304
DOG,Dog (Bitcoin),172,0.0026928,USD,269280000,USD,-3.97402968,-15.16335339,-34.39555621,-43.97236902,-3.13320623,-54.30433233,-10.86395233,-32.66484959,-32.66484959,-32.66484959,2.954647845,"Memes, Mèmes animaliers",0.003052757,0.003056189,0.00283528,0.003285014,-81.50113146,-112.2738599,0.863095158,0.998877243,0.819722482,0.881097485
MANA,Decentraland,110,0.27908,USD,549711972.2,USD,-1.604825056,-4.063251977,-21.50310804,-10.86553817,-12.40151919,-40.11801309,-1.925080503,195.32097,981.9570443,981.9570443,1.898112796,"Gaming, NFTs & Collectibles, Metaverse",0.290940476,0.291272,0.284106989,0.294644984,-44.7701654,-65.31015095,0.964234944,0.998861807,0.94717377,0.958142218
USDA,USDa (Avalon Labs),280,0.99364,USD,224767092.1,USD,-0.072408383,-0.0995345,-0.035211622,-0.503669881,-0.196866211,-0.663814132,-0.663814132,-0.663814132,-0.663814132,-0.663814132,0.567661416,"Prêts & Emprunts, DeFi",0.995005238,0.99619245,0.995134737,0.994042206,-0.735747714,-2.028164356,1.001099079,0.99880825,0.999595383,0.997437794
NEAR,NEAR Protocol,36,2.4612,USD,3073334230,USD,-2.511288917,-10.81316133,-18.82050267,-12.04345651,-29.01681424,-49.81444476,-42.03178659,45.30079277,45.30079277,45.30079277,2.420418935,"Plateformes de smart contracts, Gestion des données & IA, Interopérabilité, Niveau 1, Made in America",2.61907619,2.637791,2.549185219,2.627736001,-59.88077342,-132.9065021,0.97010705,0.99290512,0.93662377,0.933053453
JST,JUST,155,0.033734,USD,333966600,USD,-2.29964955,-1.073313783,-12.0112679,-6.595414775,-0.008892314,-14.2544863,8.869399643,-28.82439137,261.7715158,261.7715158,1.998988607,DeFi,0.033396238,0.03376307,0.033506369,0.034275639,-18.61557499,-11.98939374,0.977556366,0.989135114,0.984197542,0.999139
XMR,Monero,28,264.47,USD,4878610405,USD,-1.877829734,9.194880264,-18.77457002,-32.43319197,12.64588125,36.8325745,63.82783321,187.155266,47931.04847,10591.18574,3.217533225,"Vie privée, Crypto-monnaies, Niveau 1",269.3190476,274.4864,263.0011633,283.1829195,-38.56188074,80.873097,0.928732438,0.981174468,0.933919321,0.963508575
DASH,Dash,168,22.089,USD,273466643.8,USD,0.404508681,-0.602978896,-13.14485687,-5.485430662,-19.21515562,-41.62989192,-14.63767949,-74.61700188,725.3343148,10226.8365,1.787514896,"Vie privée, Crypto-monnaies, DAO, Made in America",22.183,22.66945,22.15541337,22.20997462,-37.84544315,-80.96815769,0.99754339,0.978541606,0.99455314,0.974395056
WLD,Worldcoin,51,0.93444,USD,1780215146,USD,-1.8908335,-6.415623435,-33.0726257,-31.03763838,-25.60191083,-55.21709959,-40.48288543,521.6573791,521.6573791,521.6573791,2.134838752,"Vie privée, Identité, Made in America",0.994272381,1.01723245,0.953759621,1.016596726,-89.7121749,-152.3395342,0.938188759,0.977428887,0.919184546,0.918610097
POPCAT,Popcat (SOL),171,0.27615,USD,270619594.9,USD,-2.133995037,-7.854783276,-42.69320163,-44.51030824,5.03993914,-62.48114887,-37.82116864,-4.743014833,-4.743014833,-4.743014833,2.914483878,"Memes, Mèmes animaliers",0.303562857,0.31099155,0.283316782,0.318132471,-82.16357073,-139.7726866,0.890562291,0.976112879,0.868034624,0.887966249
IMX,Immutable,75,0.53818,USD,1030841203,USD,-2.862402541,-4.469610906,-16.32773632,-16.18961597,-25.64931477,-59.35503361,-55.55337232,437.2662713,437.2662713,437.2662713,2.521675072,"Vie privée, Outils de développement, Gaming, NFTs & Collectibles, Scaling, Marketplace",0.552696667,0.5685764,0.552532204,0.55143949,-58.16666706,-156.7473367,1.001981566,0.972071065,0.975954768,0.946539462
ZEC,Zcash,100,42.197,USD,682664064.6,USD,10.0806136,15.20421535,-4.295661246,-10.02196303,17.72402634,-24.86690526,1.675701019,-42.69047942,-99.64838763,-99.64838763,4.16216346,"Vie privée, Crypto-monnaies, Niveau 1, Made in America",37.73009524,38.82193,38.23150945,38.76123908,3.406402065,-15.48914093,0.986333522,0.971875825,1.088639089,1.086937203
TEL,Telcoin,256,0.0049037,USD,446272847.9,USD,-0.961169558,-20.44742947,-25.60006069,1.814671013,-56.36889403,-1.286335454,220.2939255,1490.200084,4.827400446,4.827400446,1.806757314,"Crypto-monnaies, Paiements, Made in America",0.005539686,0.005708361,0.005190453,0.00548148,-80.15428371,164.4533671,0.946907064,0.970451103,0.894594081,0.859038097
ICP,Internet Computer,40,5.1144,USD,2747744282,USD,-2.093018807,-6.19738459,-16.50777067,-2.131731027,-28.8728183,-48.14033665,-33.49284785,-98.72267732,-98.72267732,-98.72267732,2.203775077,"Plateformes de smart contracts, Gestion des données & IA, DeFi, Niveau 1, DePIN",5.349152381,5.527055,5.246437265,5.385837951,-47.51232,-112.6377338,0.974117178,0.967812403,0.949601538,0.925339082
RUNE,THORChain,128,1.286,USD,451857622.5,USD,-1.456161864,-7.308634857,-22.70241029,-32.69482389,-5.280989909,-71.26000089,-67.18184359,64.27518111,7641.64342,7641.64342,1.888574127,"Échange décentralisé, DeFi, Niveau 1, Tokens d'échange",1.352285714,1.3976315,1.316075458,1.392003866,-60.67822409,-176.4176583,0.945453881,0.967555264,0.923848009,0.920128088
RENDER,Render,50,3.5687,USD,1849878430,USD,-1.899604135,-6.851639173,-22.27594468,-23.57916827,-16.32983213,-47.35498908,-25.41917908,2807.24719,9089.49513,9089.49513,2.019484762,"Gaming, Computing dématérialisé & stockage, Gestion des données & IA, NFTs & Collectibles, Scaling, Social, médias et contenu, Metaverse, Web3, DePIN, Made in America",3.762871429,3.890583,3.685852963,3.808217592,-62.18494508,-112.6831686,0.967868268,0.967174181,0.937105067,0.917266127
BGB,Bitget Token,25,4.8176,USD,5492025633,USD,3.870773077,5.105157518,-1.385790023,-11.39231194,-2.471810029,-19.53366404,408.1852305,3422.152361,3422.152361,3422.152361,3.977762455,"Échange centralisé, Tokens d'échange",4.515742857,4.6751135,4.588850986,4.545723509,-15.24991199,374.7874445,1.009487484,0.965910851,1.059809289,1.030477656
TFUEL,Theta Fuel,183,0.034245,USD,241262311.5,USD,-1.611513271,-6.686830704,-15.91986054,-7.687953204,-31.84939004,-45.29989617,-40.7115651,219.338216,105.3424413,105.3424413,1.677734031,"Plateformes de smart contracts, Computing dématérialisé & stockage, Social, médias et contenu, Metaverse, DePIN, Made in America",0.036669667,0.0380057,0.035282566,0.036669063,-55.45720378,-125.5488045,0.962188923,0.964846501,0.93389352,0.901049053
