Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat
HUBB,Hubbell Inc,427.57,USD,NYSE,-0.555865662,22721073190,USD,27.76068043,1.204763234,194.9775785,15.27283511,9.712100996,11.61958962,1.259917111,430.7447619,401.71705,418.583,0.97943765,1.3708138,9.630498382,25.34440316,21.19626306,36.60452573,1.072259099
VMC,Vulcan Materials Company (Holding Company),288.28,USD,NYSE,0.698616739,38088752905,USD,40.29802759,0.663685902,127.8533038,16.60397201,10.58769372,7.422864808,8.416698007,282.9838095,263.94395,271.7574,0.83198255,0.8591377,5.398897716,11.89285138,10.73921604,34.61453054,1.072135995
GM,General Motors Company,56.51,USD,NYSE,-0.457988374,53801916000,USD,8.958181415,0.898361811,92.99863388,22.18378378,17.90110578,16.82861278,9.261407579,54.12571429,50.4904,52.2712,1.3570045,0.74241126,1.235549555,7.072802157,5.560528754,56.91350234,1.072000109
NTGY,"NATURGY ENERGY GROUP, S.A.",27.34,EUR,BME,-0.364431487,27793608180,USD,13.07383321,4.153846154,67.57584017,19.91228596,6.796875,3.169811321,0.073206442,26.95809524,25.1604,27.0352,0.5034606,0.3183552,0.392438635,22.8450977,12.03385569,29.87897228,1.07144939
HPE,Hewlett Packard Enterprise Company,21.82,USD,NYSE,3.707224335,28632543472,USD,22.5436512,2.47148289,132.1276596,16.00212653,-0.319780722,27.00814901,5.665859564,20.82714286,19.4425,20.1522,1.3821813,1.8366189,0.584624824,6.389004764,5.333198784,42.69049482,1.071217326
KKR,KKR & Co. Inc.,137.84,USD,NYSE,-0.18104135,1.22808E+11,USD,66.10397084,0.514157434,294.8438843,16.23239734,1.4573826,19.79836607,-4.496639645,144.9028571,135.29515,138.7236,1.8743138,1.9605384,3.675000114,8.218914281,,37.488146,1.071012946
INF,INFORMA PLC ORD GBP0.001,885.6,GBX,LSE,-0.1578354,15365379839,USD,163.3710292,2.241147468,115.2126367,8.026349207,0.362647325,10.7,0.522133939,871.8190476,814.063,841.008,1.4153311,1.5034904,12.26638885,1.199277148,7.879638672,19.08899653,1.070947884
HLT,Hilton Worldwide Holdings Inc.,269.19,USD,NYSE,-0.263060393,63311807780,USD,41.35023041,0.222304557,206.4200341,26.10793591,0.23458445,10.7230997,-1.218303915,267.357619,249.64755,265.421,1.2667762,0.96129084,4.833534814,,,37.06562007,1.070940288
EQT,EQT AB,335.5,SEK,OMXSTO,-0.267538644,40986529535,USD,41.67753637,1.161081717,95.62682216,-0.592592593,-5.199208816,20.16475645,1.298309179,335.7047619,313.48,323.556,1.699021,1.5243343,6.983283163,11.40234743,,14.37295504,1.070896905
ATO,Atmos Energy Corporation,166.79,USD,NYSE,0.421458246,26773725968,USD,23.03283895,2.056114155,65.36783661,29.02452232,12.95543817,6.602326473,5.104291386,161.2061905,150.5696,157.0972,0.68269956,0.28835267,2.505494141,9.052594099,6.042916549,48.58228696,1.070642351
SPL,SANPL,533.2,PLN,GPW,-3.997119193,15459185249,USD,9.7217664,8.430909091,242.0141335,4.878050843,0.300978179,4.631083203,1.639344262,546.1428571,510.1455,516.12,1.4072039,1.33114,18.66509583,19.68136474,9.137810745,9.810112225,1.070562922
L,Loews Corporation,96.36,USD,NYSE,-0.351602896,19987607221,USD,15.32052913,0.258531541,171.819464,21.74352495,16.11037474,10.64416121,5.299967217,93.35,87.19905,91.7256,0.69367504,0.54696137,1.230218142,7.959171633,3.901757118,48.49806091,1.070539186
ECL,Ecolab Inc.,283.06,USD,NYSE,-0.84422181,80282865893,USD,37.85287313,0.882754755,43.99226778,16.71614712,5.868272431,9.188396852,5.517035712,272.5752381,254.81225,269.66,1.0690027,0.6273789,4.150238793,24.26324847,14.90160997,31.77281641,1.069710103
JBS,JBS N.V.,15.34,USD,NYSE,1.791639018,16184772522,USD,11.90162154,0.014198261,79.83587339,9.924758151,39.32788374,-1.223438506,16.47684131,14.11285714,13.194272,13.9036,0.70803964,-0.075553596,0.467332013,17.67115256,6.579877611,48.02920339,1.069619994
LGEN,LEGAL & GENERAL GROUP ORD GBP0.025,254.7,GBX,LSE,0.117924528,19256037170,USD,68.64228924,8.196469685,13.04926764,12.9991177,7.106812447,5.904365904,-0.817757009,257.7,240.938,255.238,1.7132508,1.1779828,3.957927458,6.814256555,0.168154519,26.01029605,1.069569765
UAL,"United Airlines Holdings, Inc.",97.185,USD,NASDAQ,-2.659254808,31461902005,USD,9.736902746,0,188.6397386,131.3928571,-5.645631068,31.63348232,5.349593496,93.195,87.15255,86.8619,1.4846556,1.5155463,3.273611551,27.69990376,11.31317359,157.3807084,1.069331878
DTE,DTE Energy Company,140.2,USD,NYSE,-0.206420386,29103808796,USD,20.1712107,3.053598121,41.90215897,13.89114541,7.219333129,3.24005891,1.425160964,139.1961905,130.1953,135.9418,0.43641,0.18547606,1.997439997,12.60732434,4.074145808,24.35053745,1.069133759
SEIC,SEI Investments Company,88.14,USD,NASDAQ,-0.294117647,10896312804,USD,16.55118022,1.108597285,69.53260242,32.22322232,7.174124514,5.823027975,-3.004291845,88.24952381,82.547875,88.7648,0.9459277,1.0610629,1.347042548,30.06017084,,45.22037481,1.069070813
ES,Eversource Energy (D/B/A),65.42,USD,NYSE,-0.44133313,24278353960,USD,28.15701128,4.466595648,-23.74402611,-0.878787879,4.122234601,3.283864856,-0.652999241,65.77095238,61.543,65.0644,0.6195016,0.18674791,1.066702448,5.62895168,5.362272874,6.527311579,1.06869916
MCO,Moody's Corporation,509.47,USD,NYSE,-1.064180988,91398915109,USD,43.29908297,0.695213127,77.86272867,7.72630199,0.336773279,8.700847042,2.077739932,513.7361905,480.73885,501.0714,1.3946403,1.2139939,8.739950153,55.18312411,25.20906065,16.76392231,1.068638806
GWRE,"Guidewire Software, Inc.",213.11,USD,NYSE,-1.406430719,17942845213,USD,541.1630269,0,92.85972851,45.00238144,1.611595861,3.016387103,-4.017475116,218.247619,204.2343,226.9464,1.1620772,0.79071546,5.155901181,2.614257644,1.274955192,49.6303644,1.068613935
SYY,Sysco Corporation,79.72,USD,NYSE,-1.555939738,38644404399,USD,21.34004337,2.556186713,37.56686799,3.532467532,12.10800169,12.28169014,1.039290241,80.1252381,74.9882,78.0054,0.84562635,0.22728965,1.517326228,99.07859079,21.07333866,27.92215936,1.068504619
ARMK,Aramark,39.42,USD,NYSE,-1.597603595,10361581646,USD,29.16111851,1.023464803,125.4572716,10.82372786,6.655844156,2.416212003,-8.918669131,40.94809524,38.3474,41.5942,1.3157796,0.7771084,0.936132716,11.9994592,8.07460721,19.89578402,1.067819337
NTR,NUTRIEN LTD,80.1,CAD,TSX,1.277026173,28055764087,USD,20.70891181,3.834663042,59.27619805,25.45027408,5.408606396,-1.318221018,-1.427516613,79.93714286,74.87285,81.4198,1.2023447,0.8030551,1.577681223,5.503359596,7.258740733,29.54065946,1.067638575
LPLA,LPL Financial Holdings Inc.,361.24,USD,NASDAQ,1.671826625,28900681970,USD,24.70743535,0.337742753,351.6064508,63.90943328,-4.999342538,-2.296270251,-5.587789452,371.0833333,347.8663,373.516,0.6552087,1.2265595,11.88728874,29.45741521,,56.61382049,1.066741255
ENEL,ENEL,8.11,EUR,MIL,-0.209179279,95798167049,USD,13.07221148,5.803902198,3.907751441,22.99059751,19.58124447,-0.515210991,3.881132317,7.852952381,7.36222,7.93906,0.8015195,0.45874232,0.096598549,20.52852814,9.219497673,42.05663099,1.06665549
HIG,"The Hartford Insurance Group, Inc.",133.2,USD,NYSE,-0.574755542,37452064437,USD,12.07538959,1.515264611,232.8335832,19.95677233,18.5158822,3.778730035,9.494451295,127.6757143,119.767775,125.5045,0.6662747,0.60220414,1.922016927,19.54937044,11.51867894,42.25138457,1.066027271
SO,Southern Company (The),94.62,USD,NYSE,-0.32655641,1.04086E+11,USD,24.43004312,3.054882545,80.60698607,9.059474412,8.075385494,5.673442037,-0.525651808,94.64238095,88.7916,92.9098,0.35802495,0.040340614,1.310324529,12.88837398,5.358224322,22.80830194,1.065893406
DDOG,"Datadog, Inc.",129.15,USD,NASDAQ,0.537132181,45040433146,USD,373.1580468,0,51.01730589,10.84885418,2.353780314,13.67837338,-10.77103772,135.8171429,127.440025,135.717,1.0209076,1.5164301,4.750746569,4.446851857,-0.514756228,26.88100787,1.065733806
FOX,Fox Corporation,53.98,USD,NASDAQ,-0.055545269,25110303476,USD,10.99568158,0.999814849,109.3871218,45.10752688,1.142964212,8.111355898,5.491498925,51.72428571,48.558325,51.3222,0.59249973,0.7290909,1.207015978,19.95942847,16.42504705,54.36184699,1.065199134
DTG,DAIMLER TRUCK HLDG JGE NA,40.52,EUR,XETR,0.371563042,37101418319,USD,13.19010417,4.622871046,44.71428571,18.30656934,-3.270470279,3.23566879,-4.726075711,41.34238095,38.8169,40.643,1.4002346,1.3304117,0.964913619,11.20500334,5.972109943,18.27176785,1.065061377
CART,Maplebear Inc.,44.52,USD,NASDAQ,-2.175346078,11728272945,USD,25.6999365,0,6,33.21364452,-15.2,-4.484016306,-9.604060914,47.485,44.58465,46.8387,1.2261953,1.0501364,1.856393406,14.54328714,16.87381196,13.52962822,1.065052658
DE,Deere & Company,486.76,USD,NYSE,-1.20961195,1.31828E+11,USD,25.44618119,1.284705309,138.1758575,30.20543548,-2.113539928,-4.734318426,-2.080064373,504.1980952,473.6659,508.786,1.0675095,0.85061353,13.34255635,21.58923648,13.49833801,23.35757713,1.064459348
ADP,AEROPORTS DE PARIS,123,EUR,EURONEXT,0.408163265,14066823525,USD,132.0167436,2.43902439,43.1897522,6.309420916,16.80911681,5.943152455,10.71107111,115.5904762,108.59775,110.64,1.0873392,0.9172053,2.104260513,2.203791469,6.918779544,29.06169018,1.064391078
WRB,W.R. Berkley Corporation,72.51,USD,NYSE,-0.178964758,27502520697,USD,16.503175,0.454295154,170.0220721,25.97289785,20.24875622,0.708333333,7.010035419,70.18285714,65.963775,70.6784,0.39713666,0.4760075,1.086221615,20.62996362,13.06822035,46.9299874,1.063960593
WFC,Wells Fargo & Company,77.83,USD,NYSE,-0.42221085,2.49324E+11,USD,13.3480826,2.047082907,227.0168067,37.89865344,-1.368647827,8.255094235,-3.051818635,79.26571429,74.50175,79.2486,0.58949053,0.18297192,1.66971164,11.51252584,2.011981491,44.78509985,1.063944327
AMZN,"Amazon.com, Inc.",221.95,USD,NASDAQ,-0.831062062,2.36708E+12,USD,33.87101697,0,34.10268417,23.36038239,-0.595664636,11.58873806,-3.365552072,225.4595238,212.03455,222.122,1.3136213,1.3397834,4.961333787,24.7703526,17.29687912,34.35345582,1.06331503
RY,ROYAL BANK OF CANADA,189.41,CAD,TSX,0.031687351,1.91926E+11,USD,15.07393318,3.126485345,93.90868141,23.79738562,11.71335889,8.544412607,3.905864282,183.422381,172.6126,180.447,0.40142074,0.035823006,1.561325992,14.34686219,2.129346211,44.05515712,1.062624518
WMT,Walmart Inc.,97.96,USD,NYSE,-4.494491567,7.81762E+11,USD,42.02488202,0.862825388,122.2157244,30.09296149,1.481404745,2.748059576,2.212020033,100.2428571,94.3402,97.89,0.66430503,0.7420708,1.837289783,22.79902596,18.67765575,34.32242581,1.062567783
SREN,SWISS RE N,148.3,CHF,SIX,0.202702703,49716111118,USD,13.67273934,4.031892617,101.8236172,33.0044843,7.114481762,0.987402111,0.884353741,148.35,139.673,143.036,0.86020327,0.62779677,2.777307946,17.6449297,3.922585849,41.10636818,1.062123675
MRU,METRO INC,102.1,CAD,TSX,0,15997514713,USD,22.16577656,1.380999021,70.87866109,22.26080709,9.938623883,-2.761904762,-2.60421635,103.88,97.829,104.4864,0.28125608,0.1400748,1.855911367,14.59559586,12.15764364,29.43752621,1.061852825
MMM,3M Company,154.38,USD,NYSE,-0.239095315,82227375642,USD,21.47148818,1.848142165,14.29805411,20.76032541,3.555138181,4.699898271,0.915152307,152.2480952,143.4355,151.603,1.029575,1.2118967,3.401054333,96.00292469,16.03026362,29.01536186,1.061439429
AHT,ASHTEAD GROUP ORD GBP0.10,5346,GBX,LSE,-0.149420994,30449221131,USD,19.85736572,1.81507877,97.70710059,2.886836028,7.263242376,24.84820177,11.86440678,5157.095238,4859.65,4877.62,1.5604537,1.4394803,93.24330556,20.65282264,12.89674295,34.99828018,1.061207132
LNT,Alliant Energy Corporation,66.11,USD,NASDAQ,-0.331674959,16988236500,USD,20.43017399,3.018995929,21.81684172,14.69465649,7.513416816,7.304009089,2.06885904,65.3152381,61.56095,63.2652,0.53234464,0.22162084,1.017689713,11.94029851,5.064029354,29.51208239,1.060984895
IFX,INFINEON TECH.AG NA O.N.,36.145,EUR,XETR,-0.013831259,54599638417,USD,69.81842766,0.961538462,62.15791107,12.67143936,-6.6744126,4.149258032,-2.613498585,35.56738095,33.52825,36.0241,1.5796161,1.6999335,0.90429897,7.044410413,9.066895737,10.14628479,1.060818294
ARM,Arm Holdings plc,133.28,USD,NASDAQ,1.616346447,1.41144E+11,USD,202.9541648,0,137.5757576,1.423027167,-11.87807861,5.660377358,-17.2173913,144.0361905,135.7863,148.1192,4.183793,2.7323942,5.569682438,11.03393844,9.965069531,-4.794674089,1.060756427
DUK,Duke Energy Corporation (Holding Company),124.14,USD,NYSE,-0.273136247,96534298833,USD,20.2962527,3.357969152,52.54362251,10.47432589,10.16061762,6.3570939,3.346653347,122.987619,116.0194,119.657,0.34150064,-0.04179323,1.872249093,9.596612259,4.978097084,26.99203741,1.060060809
BAC,Bank of America Corporation,48.26,USD,NYSE,-0.186142709,3.57459E+11,USD,14.13301315,2.15098242,91.35606661,24.1574479,6.651933702,13.60640301,1.386554622,47.13452381,44.474975,46.8659,1.3153338,1.2669456,0.876829031,9.460295101,1.339562731,44.41578462,1.05979877
UU.,UNITED UTILITIES GROUP PLC ORD GBP0.05,1168.5,GBX,LSE,-0.170867151,10703995008,USD,30.17820248,4.471755067,36.15707136,17.22512156,21.38998546,2.096985583,0.42973786,1136.166667,1072.083,1131.84,0.5229609,0.265146,19.10866299,13.05226824,4.08740972,40.7120926,1.059774912
MKL,Markel Group Inc.,1969.39,USD,NYSE,-0.124249432,24916725185,USD,11.81116435,0,84.1894091,26.33283939,5.787907436,6.919915523,-1.635749748,1959.564762,1849.46535,1973.403,0.81904584,0.65626657,33.27577194,13.23342353,10.83516394,39.04066235,1.0595304
PSH,"Pershing Square Holdings, Ltd. Public Class USD Accum.Shs",4218,GBX,LSE,0.285306705,10173969092,USD,8.440389002,1.080252121,117.3375827,17.16666667,-5.25606469,9.274611399,-0.985915493,4160,3927.03,4089.44,1.0733814,1.554275,86.27529756,9.265245612,,21.18521338,1.059324731
VLTO,Veralto Corp,108.47,USD,NYSE,-0.404003305,26918006932,USD,30.37609566,0.385639519,40.41423948,-1.390909091,11.44559745,8.524262131,6.1038834,106.6228571,100.68905,103.2502,1.1571372,0.692677,1.673072873,41.35216485,23.58374965,18.57895049,1.058932
GALP,GALP ENERGIA-NOM,16.5,EUR,EURONEXT,0.364963504,14376763233,USD,12.54943718,3.81303813,80.28846154,-13.65777532,8.409986859,18.96178803,0,16.46785714,15.5571,16.2011,0.51175725,0.81957024,0.270057151,21.63594216,14.68038082,13.71399957,1.058542861
CCI,Crown Castle Inc.,102.8,USD,NYSE,-0.058331713,44766323729,USD,,5.597413961,-36.97118332,-6.383753756,13.01782889,2.156414588,-3.844355065,105.2328571,99.4148,103.71,0.91202235,0.049271874,2.229626742,-234.0983607,,8.790489724,1.058523048
PPL,PPL Corporation,36.72,USD,NYSE,-0.99757347,27155001205,USD,27.60487145,2.857913184,30.67615658,16.71964399,7.778103904,6.12716763,1.073492981,36.38595238,34.377325,35.2205,0.6569068,0.22292931,0.567682463,6.95566294,5.110495389,30.62491553,1.058428845
CVS,CVS Health Corporation,71.43,USD,NYSE,0.861338605,90596556283,USD,19.92913342,3.75600113,11.59193876,21.08832005,13.59732824,17.83239855,16.92584711,64.68952381,61.13485,65.3762,0.5885887,0.5767345,1.710879426,5.949746896,6.93339219,52.51804685,1.058144803
AMAT,"Applied Materials, Inc.",159.84,USD,NASDAQ,-0.69582505,1.28271E+11,USD,19.05306823,1.031312127,152.2727273,-23.17231435,-9.248850281,2.046158266,-16.86690591,179.4983333,169.641475,182.9731,1.6936389,1.5798192,5.595912352,35.63530148,32.69569833,-30.37500636,1.058104059
TPG,TPG Inc.,60.09,USD,NASDAQ,0.805234021,22706285002,USD,,2.918973327,82.09090909,23.59111477,2.211260418,30.63043478,9.076057361,60.04428571,56.7702,56.1011,1.5452201,1.6608166,1.734782788,2.553191489,,56.43280997,1.057672612
KEY,KeyCorp,18.15,USD,NYSE,-0.384193194,19901762607,USD,,4.500548847,51.25,8.293556086,2.542372881,18.78272251,-1.891891892,18.0152381,17.0335,17.708,1.1120758,1.3960276,0.361398639,1.015376535,0.089962979,29.61865148,1.057635723
BKR,Baker Hughes Company,43.46,USD,NASDAQ,1.423570595,42846306973,USD,14.21794746,2.053675613,180.5681085,25.67958357,-6.997646052,20.48794012,8.895013781,43.88714286,41.510725,41.2218,0.9227797,1.0474275,1.020136727,18.32226263,13.97753256,39.16987764,1.057248286
PDD,PDD Holdings Inc.,122.96,USD,NASDAQ,4.203389831,1.70763E+11,USD,13.24186653,0,41.90421235,-15.49140893,-4.262856698,5.599450361,8.939487906,115.7369048,109.491775,109.8485,0.40999568,0.66680807,3.504194639,36.31148244,35.32476896,-14.15481527,1.057037433
ADI,"Analog Devices, Inc.",246.95,USD,NASDAQ,0.84943031,1.21488E+11,USD,62.82436145,1.560011435,110.6902141,7.594109446,0.824725432,18.16920279,3.417228527,229.4947619,217.234675,234.0313,1.0519165,1.5095016,6.063486301,5.652433012,5.807525512,26.58803767,1.056437062
OHI,"Omega Healthcare Investors, Inc.",42.36,USD,NYSE,1.242829828,12496200180,USD,26.42710088,6.405353728,38.97637795,11.47368421,17.43831439,17.1460177,11.03538663,40.11761905,37.97675,38.4088,0.6588347,0.1903956,0.622467451,10.47110681,,46.0580163,1.056373151
HAL,HAL TRUST,129.4,EUR,EURONEXT,0,13564772832,USD,9.663856133,2.234206471,19.45775558,10.78767123,10.03401361,10.40955631,3.52,126.0095238,119.292,123.988,0.7134764,0.6229127,1.168482564,8.503534059,6.934808103,31.23124115,1.056311604
XYZ,"Block, Inc.",74.09,USD,NYSE,-0.121326503,45164222626,USD,15.8491454,0,-53.40251572,14.11628802,-1.173802854,31.33031995,-5.569717053,76.26571429,72.2067,71.4104,2.7106788,1.3907804,2.611886055,14.26997555,8.657776683,44.27280512,1.056213818
BNS,BANK OF NOVA SCOTIA,78.7,CAD,TSX,-0.012704866,70432105738,USD,16.48961804,5.437682632,40.86271702,21.8077697,8.476912474,10.39416468,3.280839895,77.56047619,73.47455,76.0034,1.2370963,0.70085955,0.527559811,8.085272167,1.074483785,40.67884685,1.055610088
EXC,Exelon Corporation,44.64,USD,NASDAQ,-0.534759358,45085832665,USD,16.94632146,3.475935829,70.06964703,18.75498803,3.345294594,1.685649203,1.66249146,44.625,42.282525,43.7505,0.35577187,0.021596055,0.729459628,9.86758908,4.781998602,23.78593183,1.055400547
PNR,Pentair plc.,104.44,USD,NYSE,-0.571210967,17120979513,USD,28.52616628,0.932977913,126.3055255,23.56838618,9.395621661,8.95055289,3.80677865,103.8714286,98.4588,103.354,1.070923,1.2763457,2.11103333,17.15387539,16.42103364,41.91456073,1.054973538
AGN,AEGON,6.932,EUR,EURONEXT,0.057736721,12517339569,USD,15.98708487,5.438160348,206.1837456,21.82776801,18.69863014,11.98707593,11.80645161,6.371428571,6.03963,6.17748,1.0659593,1.2005535,0.12130428,9.260380914,0.228178959,52.51347408,1.054936904
WEC,"WEC Energy Group, Inc.",108.48,USD,NYSE,-0.394821412,34916067506,USD,20.79475531,3.172344137,17.92586151,19.56354017,4.994192799,2.012413015,-0.1840265,109.1290476,103.45115,106.8782,0.4055501,0.20584494,1.634474182,13.12266427,5.520900924,26.57014599,1.054884819
EBK,ENBW ENERGIE BADEN-WUERTTEMBERG AG,67.2,EUR,XETR,-0.296735905,25211674954,USD,51.92396847,2.312759644,40.09679813,2.765610775,6.265373196,-2.211636632,-1.754385965,69.15238095,65.58561229,68.47420688,0.4953515,0.037180915,2.076197606,3.569000345,3.760044664,6.819347339,1.054383401
BSX,Boston Scientific Corporation,105.21,USD,NYSE,-0.792079208,1.55895E+11,USD,62.61754553,0,172.5647668,33.97427735,0.544724771,1.29982669,0.940228341,104.5566667,99.1692,103.831,0.66078097,0.82005405,1.946666514,11.7132908,9.074976804,35.81882881,1.054326007
DOCS,"Doximity, Inc.",64.13,USD,NYSE,-0.357364823,12019064528,USD,55.05193579,0,55.76876366,75.69863014,-14.37917223,28.26,6.386861314,61.47190476,58.31035,60.4672,1.358517,1.5624529,2.296253099,24.25031263,24.12993086,89.57945791,1.054219444
AEE,Ameren Corporation,101.5,USD,NYSE,-0.480439259,27446606079,USD,22.29250401,2.706147662,25.1541307,23.43426973,4.801239029,5.443590276,1.93833484,101.1442857,95.9494,98.3402,0.46078506,0.33337012,1.479591458,10.28801409,3.93562528,33.67909904,1.05414193
GRAB,Grab Holdings Limited,5.01,USD,NASDAQ,-0.397614314,20420760933,USD,189.0566038,0,-57.86375105,55.10835913,0,2.874743326,-7.649769585,5.056190476,4.796625,4.9724,1.482614,1.7741491,0.161772032,1.7739764,0.924131763,57.98310246,1.05411419
CLH,"Clean Harbors, Inc.",244.56,USD,NYSE,0.237724404,13116390116,USD,34.34590268,0,299.8691956,1.895754344,13.74883721,8.145396657,8.068935042,239.9657143,227.6516,233.8218,1.1854434,1.0031415,4.63616025,14.92582705,10.41599036,23.78998821,1.054091929
FBK,FINECOBANK,19.375,EUR,MIL,-0.66649577,13842580576,USD,18.26796153,3.774547309,49.38319198,30.64733648,9.33972912,1.069379238,4.054779807,18.7502381,17.796225,18.7502,0.705804,1.037668,0.359106515,32.82693644,16.63712256,41.05644484,1.05360761
MCK,McKesson Corporation,706,USD,NYSE,0.435314536,87815380600,USD,28.17013806,0.404017413,364.5959463,28.55764153,18.06217495,-1.291874056,-0.733950114,690.5990476,655.593,707.4984,0.4972149,0.37795913,16.43527454,,25.72013906,45.32794243,1.053396006
NBIX,"Neurocrine Biosciences, Inc.",135.28,USD,NASDAQ,1.538692487,13417274677,USD,39.93034033,0,20.02484252,-9.813333333,11.75547295,14.59551038,2.082704497,130.6766667,124.08675,129.8068,0.25418594,0.69732136,2.913637048,13.38714327,15.9712,16.53764999,1.053107336
SPSN,SWISS PRIME SITE N,114.7,CHF,SIX,-0.174064404,11399047371,USD,25.50022232,3.018372703,32.90845424,25.35519126,5.325987144,-2.299829642,-1.965811966,113.5238095,107.8595,115.63,0.51239955,0.107881084,1.557780844,5.452039119,,28.38134876,1.052515629
NWS,News Corporation,34.47,USD,NASDAQ,0.73056692,17693999307,USD,42.35684443,0.584453536,134.6494214,20.73555166,4.201934704,8.464443046,2.711561383,33.73261905,32.050425,33.6451,1.2370732,0.8654956,0.648289155,5.694329348,7.208294062,33.40192941,1.052485858
CTAS,Cintas Corporation,216.11,USD,NASDAQ,-0.286070226,87087561950,USD,49.10028627,0.7197896,166.9425316,10.97360583,4.943427378,-1.768181818,-2.334199525,221.5395238,210.49425,220.4176,1.0175838,0.86692977,3.436801764,40.12626359,29.18575402,14.14885139,1.052473043
VTR,"Ventas, Inc.",69.12,USD,NYSE,-0.086730269,32207930030,USD,159.8150289,2.688638335,66.23376623,17.05334462,3.566077315,8.050648742,3.768202973,67.78,64.405,65.5726,0.8936064,0.30757284,1.083778111,1.808240284,,28.67007068,1.052402764
XEL,Xcel Energy Inc.,73.16,USD,NASDAQ,-0.013666803,43268743579,USD,20.29516201,3.054530545,4.888888889,22.03502919,5.493871665,5.372317442,1.90834378,72.86261905,69.237825,70.3229,0.3489836,0.26788148,1.236816079,10.65398946,3.871370115,32.9012183,1.052352801
FE,FirstEnergy Corp.,43.48,USD,NYSE,-0.229463056,25105522641,USD,19.19392575,3.946764571,53.91150442,0.671451725,5.252965384,2.450518379,5.329457364,43.00333333,40.887025,41.4296,0.4602481,0.12705073,0.57243338,10.32971372,5.876801647,8.374935488,1.0517599
ABBV,AbbVie Inc.,209.5,USD,NYSE,0.167344011,3.70094E+11,USD,99.7001856,3.093473584,120.7586934,6.64834046,4.582667732,14.87635028,13.2799827,198.3304762,188.6081,192.6728,0.5034156,0.36616427,3.925842068,112.9037149,18.67836322,26.10735847,1.051548031
FWONA,Liberty Media Corporation - Series A Liberty Formula One,90.45,USD,NASDAQ,-0.220628792,33302819568,USD,85.41883086,0,159.3749268,25.93984962,-1.727509778,2.376910017,-3.365384615,89.43547619,85.055075,91.0313,0.83214194,0.532835,1.821813564,3.791666667,4.289570079,26.58924986,1.051500762
TJX,"TJX Companies, Inc. (The)",137.51,USD,NYSE,-0.549649237,1.53408E+11,USD,31.37849987,1.120995154,166.9060559,14.6968054,11.86040836,7.4296875,9.93763991,130.6271429,124.38705,126.7642,0.8882282,0.4620364,2.409596613,59.75492552,31.38445231,33.98690127,1.05016674
EVO,EVOLUTION AB,850.2,SEK,OMXSTO,-0.561403509,18093367535,USD,12.8380521,3.544262846,36.33740014,-18.8740458,1.893576222,30.88054187,0.686878257,859.647619,818.7575,803.112,1.3376782,0.46996018,16.11570517,32.78053291,31.18034556,13.90007229,1.049941673
IQV,"IQVIA Holdings, Inc.",185.39,USD,NYSE,-3.462820246,31516299896,USD,26.85371612,0,17.01697911,-25.11007877,-4.250593947,36.35628126,8.206385338,188.2938095,179.370525,172.9414,1.3000814,0.83154315,5.182459487,19.80467499,11.06812283,6.99560854,1.049747775
MDT,Medtronic plc.,91.1,USD,NYSE,-2.274190088,1.16723E+11,USD,25.13935648,3.014374598,-8.735724304,6.016525079,3.947968964,12.99925577,1.255974214,91.59238095,87.2823,89.6404,0.8167308,0.4996932,1.927913988,,,22.96374981,1.049380928
NG.,NATIONAL GRID ORD GBP0.12431289,1054,GBX,LSE,-0.519112789,70493892833,USD,17.4879708,4.405469118,29.02301567,7.266438169,10.97073068,-3.788224555,-2.767527675,1057.285714,1007.7335,1054.51,0.40479806,0.41330272,16.25768142,8.352297916,5.206028723,14.44894429,1.049171943
EWBC,"East West Bancorp, Inc.",100.71,USD,NASDAQ,-0.70005916,13880029533,USD,11.76917414,2.267797279,176.980198,26.12398247,2.922841083,13.47605634,-7.179723502,101.0890476,96.358825,101.8588,0.95981836,1.2760545,2.251923577,15.47399892,3.717643753,42.52287989,1.049089667
H,HYDRO ONE LTD,51,CAD,TSX,0.13744355,21977907547,USD,24.38324727,2.504810524,84.38177874,14.24731183,15.593835,-0.156617071,5.176325015,49.96190476,47.62655,49.33,0.27766335,0.18139786,0.64562459,10.33957604,6.590530203,29.68452975,1.049034725
DKS,Dick's Sporting Goods Inc,223.41,USD,NYSE,0.233298937,17893640346,USD,15.9651555,2.075014581,377.9845956,-2.865217391,-4.148790115,33.26771654,3.182154074,217.3209524,207.3311,205.9532,1.0951626,1.2579249,5.616037406,40.22189468,22.26472931,26.25370903,1.048183087
DIE,D'IETEREN GROUP,187.6,EUR,EURONEXT,-0.212765957,11484168248,USD,26.99358255,28.224,288.4058051,-11.7591763,16.59415786,2.345881069,6.108597285,181.4285714,173.176,180.314,1.4891226,0.9585593,2.67316134,24.80666667,7.646534625,7.180862626,1.047654244
