Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perf_sum,perf_norm,MRAT,Diff,score
UNP,Union Pacific Corporation,226.84,USD,NYSE,-0.44,1.34525E+11,USD,19.7,2.35,17.08,-7.41,-6.61,1.42,1.69,223.26,231.27,226.84,1.05,0.74,4.28,42.36,15.6,-12.6,0.99,0.97,0.98,1.95
MBG,Mercedes-Benz Group AG,55.08,EUR,XETR,-0.11,62198624092,USD,7.95,7.8,56.73,-10.97,-9.12,6.93,2.95,52.26,53.98,51.47,1.11,1.42,1.11,7.52,3.8,-13.17,0.99,0.97,1.02,1.96
PLD,"Prologis, Inc.",111.8,USD,NYSE,-0.43,1.06725E+11,USD,30.46,3.51,9.92,-11.77,-7.83,6.08,1.68,107.3,110.07,107.34,1.22,0.79,2.38,6.5,,-13.52,0.99,0.97,1.02,1.96
ATD,ALIMENTATION COUCHE-TARD,69.31,CAD,TSX,-0.56,47756077599,USD,18.38,1.09,52.4,-12.5,-2.63,-0.69,-7.61,70.83,73.33,70.87,0.63,0.34,1.18,18.5,12.75,-15.81,0.98,0.97,0.95,1.95
OXY,Occidental Petroleum Corporation,45.91,USD,NYSE,0.17,45195631109,USD,26.98,2.01,242.1,-19,-7.83,10.63,2.78,44.28,45.84,44.21,1.23,0.76,1.07,6.98,7.79,-16.2,0.98,0.97,1,1.95
ABI,AB INBEV,54.5,EUR,EURONEXT,0.48,1.26054E+11,USD,16.95,1.29,10.66,-0.69,-4.39,-11.87,-8.74,53.32,54.76,56.74,0.92,0.9,0.96,9.21,8.48,-16.95,0.98,0.97,1,1.96
KVUE,Kenvue Inc.,21.56,USD,NYSE,-0.25,41365551230,USD,29.28,3.79,-15.57,-0.25,-7.49,-9.66,-4.03,21.6,22.37,21.53,0.79,0.16,0.5,13.56,12.74,-17.4,0.98,0.97,0.96,1.95
QSP.UN,RESTAURANT BRANDS INTL LTD PTNRSHP,88.65,CAD,TSX,0.19,29046499053,USD,23.97,3.79,24.91,-9.61,0.06,-8.25,-8.97,93.14,95.69,92.65,0.46,0.16,2,24.42,10.81,-17.8,0.98,0.97,0.93,1.96
MDB,"MongoDB, Inc.",215.18,USD,NASDAQ,-1.77,17583284964,USD,,0,-2.63,-14.01,-17.69,13.32,-8.82,221.89,229.58,216.16,1.44,1.74,10.17,-4,-6.1,-18.38,0.98,0.97,0.94,1.95
KRX,Kingspan Group PLC,69.2,EUR,EURONEXT,-1,14908853760,USD,18.77,0.78,-4.09,-11.4,-9.95,-8.34,-7.61,70.74,72.85,71.54,1.13,1,1.83,16.01,12.52,-29.69,0.97,0.97,0.95,1.94
OKTA,"Okta, Inc.",92.15,USD,NASDAQ,0.11,16133016338,USD,143.07,0,-57.34,-5.97,2.15,-26.87,-5.97,93.48,96.4,95.45,0.8,0.95,3.11,2.08,0.32,-30.69,0.97,0.97,0.96,1.94
NTRA,"Natera, Inc.",166.74,USD,NASDAQ,0.69,22884064116,USD,,0,153.47,35.76,7.65,6.96,17.38,150.62,156.94,154.85,1.76,0.88,5.73,-24.32,-22.81,50.36,1.05,0.96,1.06,2.01
JEF,Jefferies Financial Group Inc.,62.38,USD,NYSE,-0.26,12867759838,USD,23.64,2.4,268,7.92,-4.81,26.69,8.81,59.26,61.94,56.95,1.47,1.68,1.56,5.75,,29.8,1.03,0.96,1.01,1.99
MET,"MetLife, Inc.",81.28,USD,NYSE,-0.26,54053316904,USD,13.77,2.7,110.79,9.38,-0.62,3.87,4.21,77.04,80.22,77.94,0.83,1.05,1.54,15.61,1.01,12.63,1.01,0.96,1.01,1.97
IHG,INTERCONTINENTAL HOTELS GROUP ORD GBP0.208521303,8940,GBX,LSE,1.5,18484950854,USD,24.51,1.42,107.91,19.3,-10.56,2.83,2.15,8781.52,9127.87,8631.32,1.36,1.01,197.46,,45.44,11.56,1.01,0.96,0.98,1.97
ILMN,"Illumina, Inc.",100.59,USD,NASDAQ,-1.19,15461205736,USD,12.74,0,-70.53,-23.51,7.61,23.96,-6.43,100.07,104.77,98.12,1.38,1.18,3.18,68.11,27.2,8.06,1.01,0.96,0.96,1.96
PPL,PEMBINA PIPELINE CORPORATION,52.6,CAD,TSX,-0.08,22099441724,USD,17.74,5.28,52.29,-1.61,2.35,1.33,2.18,50.94,53.17,50.86,0.9,0.66,0.76,10.94,7.73,2.08,1,0.96,0.99,1.96
ET,Energy Transfer LP,17.59,USD,NYSE,0.48,60392880938,USD,13.58,7.4,169.84,9.82,-7.21,-2.26,-1.16,17.59,18.31,17.67,0.04,0.15,0.26,13.73,8.08,0.36,1,0.96,0.96,1.96
GLPI,"Gaming and Leisure Properties, Inc.",48.02,USD,NASDAQ,-0.27,13626847176,USD,18.45,6.36,30.24,-4.11,-1.76,3.09,3.49,46.44,48.21,46.85,0.72,0.27,0.66,16.52,,-2.78,1,0.96,1,1.96
SWKS,"Skyworks Solutions, Inc.",76.6,USD,NASDAQ,-0.89,11370293869,USD,30.52,3.62,-46.23,-28.28,15.02,9.48,6.09,72,74.96,73.24,1.13,1.43,2.01,6.61,8.51,-3.77,1,0.96,1.02,1.96
DOV,Dover Corporation,182.43,USD,NYSE,-0.35,25017440621,USD,11,1.13,64.56,-0.17,-8.68,1.06,-2.42,178.71,186.13,182.25,1.26,1.24,3.22,16.72,13.38,-7.8,0.99,0.96,0.98,1.95
PAYX,"Paychex, Inc.",140.45,USD,NASDAQ,-0.26,50596250098,USD,30.67,2.93,85.9,9.39,-6.49,-10.83,-4.41,140.27,146.44,143.66,0.91,0.55,2.3,41.8,32.28,-7.92,0.99,0.96,0.96,1.95
PPG,"PPG Industries, Inc.",113.13,USD,NYSE,-1,25533439905,USD,20.06,2.38,-5.39,-9.84,-1.04,1.2,-2.05,109.46,114.12,112.29,1.16,0.93,2.26,16.88,13.26,-9.68,0.99,0.96,0.99,1.95
POOL,Pool Corporation,319.94,USD,NASDAQ,-1.17,11939524020,USD,29.52,1.5,-4.77,-8.59,-7.53,4.76,-1.5,315.18,327.06,306.56,1.07,0.58,9.71,30.02,20.61,-11.36,0.99,0.96,0.98,1.95
AMH,American Homes 4 Rent,35.57,USD,NYSE,-0.53,13263753263,USD,32,3.13,26.13,-7.39,1.37,-5.92,-1.9,35,36.37,35.61,0.73,0.37,0.57,5.99,,-11.95,0.99,0.96,0.98,1.95
AMUN,AMUNDI,66.7,EUR,EURONEXT,0.45,15928717498,USD,8.14,6.4,2.07,0.15,-3.47,-9.56,-6.45,65.49,67.9,67.76,1.13,1.39,0.96,14.33,,-12.88,0.99,0.96,0.98,1.95
EPI_A,EPIROC AB SER. A,199.35,SEK,OMXSTO,-0.47,24408387078,USD,26.84,1.9,54.17,3.32,-8.97,-7.24,-3.23,197.41,206.1,204.83,1.05,1.27,3.4,23.54,22.34,-12.89,0.99,0.96,0.97,1.94
TSN,"Tyson Foods, Inc.",57.19,USD,NYSE,-0.73,19946069610,USD,25.41,3.45,-10.18,-9.57,-6.66,2.31,5.91,55.62,58.17,55.17,0.57,0.21,1.05,4.31,6.4,-13.92,0.99,0.96,0.98,1.94
EFX,"Equifax, Inc.",252.25,USD,NYSE,-1.08,31227890661,USD,49.33,0.65,57.99,-15.16,5.34,-5.48,2.19,244.89,254.04,252.59,1.64,1.22,5.87,13.06,11.17,-15.31,0.98,0.96,0.99,1.95
RED,"REDEIA CORPORACION, S.A.",16.56,EUR,BME,-0.9,10550973364,USD,24.28,3.88,1.38,-2.36,-2.65,-10.63,-5.05,16.61,17.33,17.38,0.46,0.29,0.21,10.14,5.9,-15.64,0.98,0.96,0.96,1.94
ROP,"Roper Technologies, Inc.",534.11,USD,NASDAQ,-0.51,57478138391,USD,37.53,0.6,24.4,-2.92,-7.61,-6.49,-4.74,537.7,557.26,550.44,1,0.58,9.02,8.15,7.39,-17.03,0.98,0.96,0.96,1.95
SU,SCHNEIDER ELECTRIC SE,214.4,EUR,EURONEXT,-0.46,1.41964E+11,USD,28.35,1.81,104,-4.9,-10.35,-2.83,-9.21,221.45,229.73,223.69,0.97,1.32,5.17,15.76,15.26,-18.08,0.98,0.96,0.93,1.95
CP,CANADIAN PAC KANS CITY LTD,102.89,CAD,TSX,-0.57,68650857523,USD,22.93,0.77,30.92,-6.46,-5.97,-7.26,-1.57,103.29,107.11,106.71,1.05,0.59,2.01,9.29,6.99,-19.7,0.98,0.96,0.96,1.94
BIP,Brookfield Infrastructure Partners LP Limited Partnership,30.52,USD,NYSE,-0.49,19908879283,USD,1573.2,5.45,1.51,-5.51,-6.95,-7.23,-5.8,30.6,31.86,31.92,0.71,0.3,0.54,1.06,5.65,-19.7,0.98,0.96,0.96,1.94
LUND_B,"LUNDBERGFORETAGEN AB, L E SER. B",490.4,SEK,OMXSTO,0,12757853921,USD,23.73,0.94,11.45,-10.35,-8.68,-1.41,-0.12,483.51,505.63,480.64,1.09,0.77,6.53,4.47,,-20.43,0.98,0.96,0.97,1.94
REL,RELX PLC ORD GBP0.1444,3584,GBX,LSE,-0.44,88570883591,USD,34.66,1.76,105.09,1.27,-9.7,-12.84,-8.45,3696.57,3849.55,3832.98,0.67,0.73,64.15,71.4,33.51,-21.27,0.98,0.96,0.93,1.94
BIIB,Biogen Inc.,138.22,USD,NASDAQ,-0.78,20265068759,USD,13.22,0,-50.48,-32.41,-1.27,8.86,3.89,132.99,138.11,130.86,0.13,0.49,3.8,9.13,9.5,-24.82,0.98,0.96,1,1.94
RACE,FERRARI,403.3,EUR,MIL,-0.2,1.11921E+11,USD,45.31,0.74,142.44,-6.47,-16.22,-4.59,-7.92,399.21,417.12,409.13,0.74,1,8.16,48.02,29.67,-27.28,0.97,0.96,0.97,1.93
SGSN,SGS N,83.52,CHF,SIX,0.12,20185255337,USD,25.26,3.84,-13.22,-11.38,-12.58,-3.76,-4,82.93,86.26,82.77,0.98,0.86,1.3,101.37,23.69,-27.71,0.97,0.96,0.97,1.93
SBUX,Starbucks Corporation,86.78,USD,NASDAQ,-1.81,98648133906,USD,37.53,2.72,5.3,-6.53,-23.25,1.59,-7.08,90.82,94.79,92.36,1,1.16,2.4,,16.64,-28.2,0.97,0.96,0.92,1.93
AMCR,Amcor plc,8.57,USD,NYSE,-1.61,19756705672,USD,23.76,5.83,-21.01,-21.45,-16.88,-6.03,-12.28,9.21,9.61,9.34,0.74,0.49,0.22,6.55,5.99,-44.36,0.96,0.96,0.89,1.91
PEN,"Penumbra, Inc.",262.94,USD,NYSE,-0.68,10254625925,USD,69.72,0,13.83,31.97,-8.76,-3.4,12.85,247.79,260.13,246.45,0.4,0.08,7.4,12.03,10.99,19.82,1.02,0.95,1.01,1.97
APO,"Apollo Global Management, Inc. (New)",135.12,USD,NYSE,0.69,77292250459,USD,25.49,1.41,194.89,23.7,-8.7,1.6,-10.88,141.19,148.5,142.65,1.61,2.06,4.12,18.82,,16.6,1.02,0.95,0.91,1.97
PKG,Packaging Corporation of America,211.92,USD,NYSE,-0.39,19068304112,USD,21.15,2.35,114.34,4.58,0.74,9.67,2.73,198.7,208.18,198.04,0.87,0.87,4.33,20.51,16.18,14.99,1.01,0.95,1.02,1.97
WST,"West Pharmaceutical Services, Inc.",248.06,USD,NYSE,0.08,17836972127,USD,37.16,0.34,-9.13,-17.99,13.12,18.32,-11.12,244.21,258.36,232.7,1.05,0.72,6.57,17.72,20.15,13.45,1.01,0.95,0.96,1.96
PRU,"Prudential Financial, Inc.",109.89,USD,NYSE,0,38681279785,USD,24.31,4.82,59.21,-5.1,-1.45,7.06,5.15,104.84,110.86,105.18,1.04,0.91,2.01,5.57,0.29,0.52,1,0.95,0.99,1.95
PANW,"Palo Alto Networks, Inc.",182.8,USD,NASDAQ,-1.66,1.22014E+11,USD,114.09,0,320.23,4.1,-3.43,-3.11,-9.2,178.15,187.41,190.17,0.94,1.39,5.81,17.45,8.22,-2.44,1,0.95,0.98,1.95
CQP,"Cheniere Energy Partners, LP",54.5,USD,NYSE,0.38,26383042748,USD,13.18,6,46.76,13.88,-14.49,-5.46,-1.19,55.19,58.07,55.14,0.41,0.53,1.21,112.19,18.75,-6.06,0.99,0.95,0.94,1.94
HEN,HENKEL AG&CO. KGAA,67.5,EUR,XETR,0.22,34340452414,USD,13.54,3,-10.06,-7.53,-7.91,6.47,6.05,64.49,67.7,63.08,0.55,0.6,0.91,10.3,12.57,-8.98,0.99,0.95,1,1.94
EG,"Everest Group, Ltd.",343.24,USD,NYSE,-0.2,14396405489,USD,17.88,2.33,57.42,-10.74,0.39,1.29,3.36,334.12,350.26,335.57,0.49,0.47,6.24,5.52,4.09,-9.05,0.99,0.95,0.98,1.94
HRL,Hormel Foods Corporation,28.97,USD,NYSE,-0.96,15930446338,USD,21.31,3.94,-43.43,-10.06,-1.33,-2.79,-1.13,28.53,30.1,29.47,0.31,0.1,0.49,9.39,8.13,-14.17,0.99,0.95,0.96,1.93
CA,CARREFOUR,13.04,EUR,EURONEXT,-0.23,11124735431,USD,30.43,7.04,-3.05,-7.75,1.05,-10.35,2.48,12.71,13.35,12.51,0.6,0.29,0.18,3.14,7.39,-17.05,0.98,0.95,0.98,1.94
STMPA,STMICROELECTRONICS,23.47,EUR,EURONEXT,0.15,24614207248,USD,36.48,1.4,-7.67,-15.26,-8.69,6.15,3.28,22.23,23.32,24.63,1.12,1.38,0.67,3.92,2.9,-17.8,0.98,0.95,1.01,1.94
SHL,SIEMENS HEALTHINEERS AG,47.87,EUR,XETR,-0.23,62715246070,USD,24.82,1.98,22.74,-7.12,-11.74,0.78,0.57,47.1,49.69,46.83,0.66,1.03,0.75,12.1,11.2,-18.09,0.98,0.95,0.96,1.93
UHS,"Universal Health Services, Inc.",184.75,USD,NYSE,-0.45,11754936639,USD,9.73,0.43,68.75,-19.87,1.62,-2.27,19.2,172.79,182.39,173.89,1.24,0.63,4.19,18.66,14.74,-20.52,0.98,0.95,1.01,1.93
AVY,Avery Dennison Corporation,177.86,USD,NYSE,-0.36,13869805645,USD,19.94,2.01,53.82,-17.92,-4.17,-0.9,-0.61,172.69,182.61,176.31,0.89,0.52,3.29,31.68,20.08,-22.98,0.98,0.95,0.97,1.92
KHC,The Kraft Heinz Company,27.76,USD,NASDAQ,-1.05,32862632361,USD,,5.7,-21.39,-22.23,-11.86,4.85,-3.43,27.64,29.08,27.17,0.2,0.18,0.59,-11.68,6.74,-29.23,0.97,0.95,0.95,1.92
ASML,ASML HOLDING,645.1,EUR,EURONEXT,-0.17,2.93466E+11,USD,26.86,1,101.72,-21.42,-8.09,-1.56,5.55,625.38,659.61,646.06,1.87,1.69,14.94,58.25,44.05,-31.06,0.97,0.95,0.98,1.92
CDW,CDW Corporation,165.83,USD,NASDAQ,-0.7,21733803383,USD,20.61,1.49,48.09,-26.96,-10.48,-10.53,-8.72,168.27,176.22,173.67,0.94,1.11,4.04,46.39,19.98,-47.96,0.95,0.95,0.94,1.91
AUR,"Aurora Innovation, Inc.",5.9,USD,NASDAQ,-1.91,10896687110,USD,,0,-40.95,60.46,-13.57,-3.75,-9.29,6.1,6.51,5.81,2.5,2.33,0.33,-43.69,-42.14,43.14,1.04,0.94,0.91,1.98
FME,FRESEN.MED.CARE KGAA O.N.,43.67,EUR,XETR,0.16,14986411952,USD,19.52,3.3,-40.5,27.32,-2.87,-16.95,-3.53,42.94,45.48,45.25,0.92,0.61,0.79,4.83,6,7.5,1.01,0.94,0.96,1.95
EXE,Expand Energy Corporation,94.86,USD,NASDAQ,0.21,22590499667,USD,245.43,2.43,120.6,31.49,-8.66,-18.98,-5.14,97.95,104.43,105.43,0.45,0.48,2.53,1.46,4.07,3.86,1,0.94,0.91,1.94
BXP,"BXP, Inc.",68.97,USD,NYSE,-0.58,10986510174,USD,3483.31,5.65,-21.95,-3.46,-0.07,5.1,-2.79,66.12,70.37,68.29,1.19,1.08,1.66,0.07,,1.57,1,0.94,0.98,1.94
JKHY,"Jack Henry & Associates, Inc.",164.02,USD,NASDAQ,-0.93,11943642031,USD,26.29,1.37,-1.27,-0.06,-5.44,-10.35,-9.01,165.22,175.15,173.31,0.74,0.15,3.52,22.94,,-15.86,0.98,0.94,0.94,1.93
A,"Agilent Technologies, Inc.",120.69,USD,NYSE,-0.77,34283771222,USD,29.77,0.81,22.93,-14.53,-10.7,8.98,0.16,117.33,124.27,117.85,1.22,0.96,2.62,18.88,16.67,-16.26,0.98,0.94,0.97,1.93
AJG,Arthur J. Gallagher & Co.,301.76,USD,NYSE,-0.47,77371265585,USD,45.48,0.82,190.32,3.09,-8.53,-11.19,-2.69,293.34,313.18,306.2,0.69,0.44,5.4,9.49,,-16.63,0.98,0.94,0.96,1.92
FIS,"Fidelity National Information Services, Inc.",71.22,USD,NYSE,-0.75,37203800729,USD,266.64,2.12,-51.14,-9.96,1.84,-8.9,-11.44,73.44,78.17,77.57,1.05,0.38,1.68,1.01,8.47,-17.02,0.98,0.94,0.91,1.92
IRM,Iron Mountain Incorporated (Delaware),93.51,USD,NYSE,-0.37,27721382755,USD,681.06,3.2,209.33,-17.13,2.2,-3.87,-5.68,93.3,99.13,97.4,1.09,1.1,2.22,,,-18.8,0.98,0.94,0.94,1.92
HLN,HALEON PLC ORD GBP0.01,364.5,GBX,LSE,-0.36,44192406351,USD,21.8,1.81,10.45,-2.25,-5.05,-11.66,1.65,359.53,380.5,366.95,0.39,0.4,5.93,9.35,8.86,-18.96,0.98,0.94,0.96,1.93
PGR,Progressive Corporation (The),246.91,USD,NYSE,-0.92,1.44741E+11,USD,13.9,1.97,168.18,2.9,-11.07,-10.8,-0.16,245.8,261.2,251.39,0.33,0.73,4.32,37.29,19.88,-18.97,0.98,0.94,0.95,1.92
PG,Procter & Gamble Company (The),158.05,USD,NYSE,-0.39,3.70212E+11,USD,24.29,2.6,14.06,-7.06,-7.72,-4.37,0.45,154.83,164.6,156.82,0.37,0.18,2.2,31.23,22.88,-19.15,0.98,0.94,0.96,1.92
SWK,"Stanley Black & Decker, Inc.",76.81,USD,NYSE,-0.94,11888818696,USD,24.35,4.23,-51.81,-22.14,-11.91,14.81,5.28,71.69,75.98,70.39,1.15,1.34,2.34,5.38,7.07,-19.25,0.98,0.94,1.01,1.92
SGE,THE SAGE GROUP PLC GBP0.01051948,1101,GBX,LSE,-0.14,14223165062,USD,32.12,1.9,48.54,7.89,-15.5,-11.78,-12.76,1160.64,1238.92,1209.53,0.48,1.01,23.63,36.78,21.53,-19.39,0.98,0.94,0.89,1.92
PSA,Public Storage,292.63,USD,NYSE,-0.37,51532255175,USD,31.93,4.09,42.07,-12.51,-5.74,-2.25,2.17,283.94,300.83,287.71,0.85,0.38,4.9,18.99,,-20.5,0.98,0.94,0.97,1.92
CLNX,"CELLNEX TELECOM, S.A.",31.21,EUR,BME,0.58,25641111830,USD,80.4,0.19,-37.87,-9.51,-5.08,-6.95,-5.05,30.64,32.43,31.92,0.58,0.57,0.56,2.04,1.36,-21.54,0.98,0.94,0.96,1.92
ACI,"Albertsons Companies, Inc.",19.58,USD,NYSE,0.33,10964592697,USD,11.94,2.92,34.14,-6.65,-4.42,-11.54,-4.32,19.45,20.65,20.55,0.31,-0.02,0.36,31.1,10.22,-22.61,0.98,0.94,0.95,1.92
GEHC,GE HealthCare Technologies Inc.,74.73,USD,NASDAQ,-0.65,34118881970,USD,15.3,0.18,18.62,-12.08,-17.96,6.18,-2.64,73.17,77.88,73.98,1.28,1.39,1.55,25.6,11.8,-23.86,0.98,0.94,0.96,1.92
RO,ROCHE I,273.8,CHF,SIX,0.07,2.61114E+11,USD,23.31,3.55,-14.7,-10.05,-13.41,-2.35,-1.93,268.34,285.27,272.36,0.88,1.28,4.29,32.73,27.15,-25.82,0.97,0.94,0.96,1.91
UPM,UPM-KYMMENE CORPORATION,25.5,EUR,OMXHEX,0.59,15659817938,USD,39.3,5.92,3.07,-16.39,-12.67,3.16,7.5,24,25.41,23.74,1,1.19,0.53,3.33,6.49,-25.91,0.97,0.94,1,1.92
GLEN,GLENCORE PLC ORD USD0.01,294.3,GBX,LSE,0.67,47228319113,USD,,2.96,72.89,-28.35,-9.17,10.47,-8.49,297.55,317.33,298.55,1.75,1.63,7.86,-5.26,1.94,-27.04,0.97,0.94,0.93,1.91
HEIO,HEINEKEN HOLDING,62.05,EUR,EURONEXT,0.32,20495709093,USD,18.51,3.09,-10.78,-7.18,-11.36,-8.75,-7.25,60.26,63.8,62.96,0.72,0.93,0.84,10.3,8.79,-27.29,0.97,0.94,0.97,1.92
DT,"Dynatrace, Inc.",49.1,USD,NYSE,-0.61,14803957632,USD,30.22,0,24.3,-2.75,-16.25,-9.06,-9.63,49.63,52.71,52.3,0.91,1.12,1.38,20.69,7.9,-28.06,0.97,0.94,0.93,1.91
BVI,BUREAU VERITAS,26.96,EUR,EURONEXT,-0.96,14406519507,USD,18.54,3.31,40.27,-8.24,-11.43,-11.08,-9.41,26.88,28.68,27.66,0.84,0.88,0.4,42.8,21.39,-30.75,0.97,0.94,0.94,1.91
FANG,"Diamondback Energy, Inc.",142.99,USD,NASDAQ,-0.2,41393619160,USD,10.17,3.66,248.93,-25.94,-9.05,3.77,-1.79,143.18,152.42,142.96,1.07,0.89,3.87,13.55,10.42,-31.21,0.97,0.94,0.94,1.91
CL,Colgate-Palmolive Company,85.42,USD,NYSE,-0.61,69038224849,USD,24.01,2.37,9.12,-18.1,-5.77,-7.76,-3.36,85.06,90.37,87.54,0.35,0.1,1.46,705.21,40.37,-31.63,0.97,0.94,0.95,1.91
HEIA,HEINEKEN,70.76,EUR,EURONEXT,-0.14,46936296699,USD,21.92,2.7,-10.02,-11.22,-12.56,-8.34,-9.74,69.12,73.65,72.98,0.66,0.83,1.14,9.79,9.92,-32.11,0.97,0.94,0.96,1.91
VER,VERBUND AG KAT. A,62.15,EUR,VIE,-2.05,25823329041,USD,12.21,4.41,35.29,-19.08,-13.68,-8.6,-8.47,64.71,68.53,65.23,0.49,0.21,1.29,18.55,16.04,-41.36,0.96,0.94,0.91,1.9
ZM,"Zoom Communications, Inc.",82.6,USD,NASDAQ,0.16,24991947331,USD,21.76,0,-70.39,21.21,6.36,3.35,8.95,73.46,78.67,75.16,0.68,0.84,2.16,13.6,10.94,30.92,1.03,0.93,1.05,1.96
TEN,TENARIS,15.64,EUR,MIL,0,19647145427,USD,9.24,4.81,205.57,23.82,-12.03,7.38,-3.04,15.57,16.78,15.82,1.46,0.74,0.27,12.4,12.73,19.17,1.02,0.93,0.93,1.95
UNM,Unum Group,69.86,USD,NYSE,-0.09,11897230539,USD,8.36,2.46,275.56,28.6,-7.11,-13.07,-12.46,70.89,76.58,76.25,0.4,0.88,1.41,13.95,3.53,8.42,1.01,0.93,0.91,1.93
OC,Owens Corning Inc,153.44,USD,NYSE,-1.49,12832229854,USD,40.46,1.71,121.65,-6.91,-4.87,12.83,5.36,146.62,157.88,143.18,1.32,1.31,4.51,12.26,17,1.04,1,0.93,0.97,1.93
CPAY,"Corpay, Inc.",327.96,USD,NYSE,-0.98,23158692197,USD,22.28,0,35.37,9.72,-9.69,-1.08,-1.88,318.87,343.3,325.24,0.96,1.38,8.31,31.43,19.73,-1.05,1,0.93,0.96,1.93
GWW,"W.W. Grainger, Inc.",1014.5,USD,NYSE,-0.72,48525807858,USD,25.6,0.82,188.02,3.41,1.83,-6.31,-3.88,984.55,1055.17,1017.63,1.17,0.94,20.12,55.3,41.41,-1.07,1,0.93,0.96,1.93
PCTY,Paylocity Holding Corporation,181.58,USD,NASDAQ,-0.4,10016524218,USD,45.21,0,30.52,17.78,-11.79,-7.81,-3.98,180.08,193.3,180.95,0.55,0.97,4.82,20.04,24.19,-1.82,1,0.93,0.94,1.93
OWL,Blue Owl Capital Inc.,18.76,USD,NYSE,-0.21,29068688631,USD,337.41,4.07,74.51,7.45,-13.55,0.59,-7.5,19.32,20.87,19.38,1.16,1.87,0.59,3.68,5.32,-5.51,0.99,0.93,0.9,1.92
PCOR,"Procore Technologies, Inc.",67.23,USD,NYSE,-0.86,10097461231,USD,,0,-19.96,12.46,-16.27,-2.11,-9.99,66.39,71.32,68.76,0.9,1.73,2.29,-11.54,-12.57,-5.91,0.99,0.93,0.94,1.92
IP,International Paper Company,49.12,USD,NYSE,0.48,25937121159,USD,,3.78,43.75,1.92,-11.09,0.85,-10.36,48.41,51.86,49.16,1.02,0.93,1.28,-0.2,2.01,-8.31,0.99,0.93,0.95,1.93
NOW,"ServiceNow, Inc.",882.73,USD,NYSE,-0.45,1.83608E+11,USD,111.1,0,89.83,6.35,-4.44,-12.91,-11.74,900.35,972.86,952,0.93,1.52,23.14,16.95,13.02,-11,0.99,0.93,0.91,1.91
SW,Smurfit WestRock plc,45.57,USD,NYSE,-0.28,23718790442,USD,68.93,3.21,48.68,2.15,-15.45,1.76,-6.75,44.44,47.83,44.92,1.11,0.92,1.25,2.91,7.64,-11.54,0.99,0.93,0.95,1.92
DGE,DIAGEO PLC ORD GBP0.28 101/108,2121,GBX,LSE,0.24,63736993967,USD,25.93,3.77,-18.58,-14.7,-1.35,3.11,7.94,1996.05,2157.12,1938.35,0.48,0.59,47.05,22.74,15.66,-12.94,0.99,0.93,0.98,1.91
SOBI,SWEDISH ORPHAN BIOVITRUM AB,290.8,SEK,OMXSTO,0.07,10469927474,USD,23.08,0,56.21,-4.72,-7.33,-1.76,3.49,277.17,298.8,280.02,0.11,1,6.07,11.6,11.31,-13.8,0.99,0.93,0.97,1.91
RGA,"Reinsurance Group of America, Incorporated",193.55,USD,NYSE,-0.02,12792445433,USD,16.84,1.84,105.34,-7.79,-3.62,-4.36,-0.24,188.04,202.97,192.76,0.6,0.84,4.19,7.07,1.23,-15.76,0.98,0.93,0.95,1.91
CI,The Cigna Group,302.4,USD,NYSE,-0.64,80720384648,USD,16.51,1.91,70.82,-12.98,0.06,-4.57,2.62,286.18,308.34,300.73,0.48,0.33,7.2,12.31,9.34,-17.49,0.98,0.93,0.98,1.91
PGHN,PARTNERS GROUP N,1133.5,CHF,SIX,0.09,36558922334,USD,26.31,3.71,22.94,-6.98,-14.52,3.9,1.25,1117.38,1198.06,1078.55,1.59,1.54,21.63,46.59,,-17.6,0.98,0.93,0.95,1.92
FDX,FedEx Corporation,235.77,USD,NYSE,-0.43,55617930021,USD,13.98,2.36,9.29,-20.32,-7.42,8.13,-1.02,228.11,246.44,229.89,1.31,0.95,6.26,14.68,8.29,-19.61,0.98,0.93,0.96,1.91
INVH,Invitation Homes Inc.,31.11,USD,NYSE,-0.48,19162637715,USD,69.35,3.68,7.68,-13.56,-2.17,-6.21,-3.08,30.57,32.7,31.81,0.78,0.4,0.54,5.65,,-21.94,0.98,0.93,0.95,1.91
MRK,"Merck & Company, Inc.",86.14,USD,NYSE,-1.41,2.15147E+11,USD,13.28,3.66,5.89,-26.25,-6.12,10.41,2.35,82.4,88.24,81.77,0.4,0.43,1.93,35.44,24.97,-21.97,0.98,0.93,0.98,1.91
MKC,"McCormick & Company, Incorporated",71.24,USD,NYSE,-1.41,19118593685,USD,24.74,2.45,-29.61,-9.7,-12.82,-0.45,-0.31,70.37,75.84,72.11,0.66,0.31,1.39,14.19,10.79,-22.97,0.98,0.93,0.94,1.9
