Symbole,Description,Prix,Prix - Devise,Marché,Changement de prix % 1 jour,Capitalisation boursière,Capitalisation boursière - Devise,Ratio cours/bénéfice,"Rendement du dividende %, 12 mois écoulés",Performance % 5 années,Performance % 1 année,Performance % 6 mois,Performance % 3 mois,Performance % 1 mois,Moyenne mobile simple (21) 1 jour,Moyenne mobile simple (200) 1 jour,Moyenne mobile simple (50) 1 jour,Beta 5 années,Beta 1 année,Moyenne de la vraie amplitude (14) 1 jour,"Rendement des fonds propres %, 12 mois écoulés","Rendement des capitaux employés %, 12 mois écoulés",perfsum,mrat,perf_sum,perf_norm,MRAT,Diff,score
APH,Amphenol Corporation,108.81,USD,NYSE,0.15,132848000000.0,USD,43.41,0.61,314.55,62.25,56.7,29.74,4.86,108.21,79.96,102.11,1.13,1.63,2.82,31.02,24.61,148.68,1.353190545,148.68,1.15,1.35,1.36,2.5
CVNA,Carvana Co.,339.07,USD,NYSE,0.14,72969032687.0,USD,84.9,0.0,65.36,118.8,37.23,13.97,-0.79,348.02,265.15,338.79,3.58,2.23,16.47,49.91,21.63,170.0,1.312530914,170.0,1.17,1.31,1.28,2.48
AMD,"Advanced Micro Devices, Inc.",163.71,USD,NASDAQ,-0.9,265676000000.0,USD,94.23,0.0,93.63,4.86,42.55,51.46,4.81,172.78,124.69,153.95,1.94,1.91,7.21,4.7,3.91,98.87,1.385613214,98.87,1.1,1.39,1.31,2.48
JBL,Jabil Inc.,205.06,USD,NYSE,0.49,22006799509.0,USD,39.86,0.16,490.95,90.65,23.0,26.67,-7.96,219.4,164.95,215.35,1.2,1.54,6.43,32.41,26.4,140.31,1.330057374,140.31,1.14,1.33,1.24,2.47
AVGO,Broadcom Inc.,289.6,USD,NASDAQ,-0.54,1362130000000.0,USD,108.86,0.79,772.26,75.39,28.34,27.61,0.68,299.12,223.27,281.61,1.17,2.29,9.3,18.98,14.46,131.34,1.339688474,131.34,1.13,1.34,1.3,2.47
HOLN,HOLCIM N,67.0,CHF,SIX,-0.03,44647694777.0,USD,2.41,4.62,202.92,64.62,38.57,39.68,3.84,66.49,50.56,61.7,1.08,1.06,1.02,12.79,11.25,142.87,1.315080661,142.87,1.14,1.32,1.33,2.46
ETE,NATIONAL BANK (CR),12.73,EUR,ATHEX,0.24,13511932655.0,USD,10.55,3.5,988.96,60.33,50.12,21.35,8.29,12.61,9.48,11.83,2.07,1.51,0.31,12.92,5.14,131.8,1.330826339,131.8,1.13,1.33,1.34,2.46
ANA,"ACCIONA, S.A.",176.5,EUR,BME,-0.23,11219475067.0,USD,11.55,2.41,77.03,46.35,61.63,30.26,4.62,171.61,130.03,162.09,0.87,1.01,2.84,18.0,7.18,138.24,1.319809298,138.24,1.14,1.32,1.36,2.46
VST,Vistra Corp.,190.28,USD,NYSE,-1.36,64470728649.0,USD,30.19,0.46,893.11,138.9,16.27,21.54,1.39,201.35,156.86,193.25,1.31,2.27,8.72,45.85,25.79,176.71,1.283657844,176.71,1.18,1.28,1.21,2.46
UCG,UNICREDIT,69.25,EUR,MIL,0.1,125065000000.0,USD,,3.49,745.13,93.68,44.51,20.94,16.19,65.89,50.58,60.91,1.64,1.35,1.16,16.3,2.57,159.13,1.302669478,159.13,1.16,1.3,1.37,2.46
EBAY,eBay Inc.,98.86,USD,NASDAQ,-0.29,45179020279.0,USD,21.85,1.13,69.11,73.35,41.65,38.13,24.38,92.12,70.71,83.29,1.27,0.43,2.36,42.63,17.87,153.13,1.302815682,153.13,1.15,1.3,1.4,2.46
BCP,B.C.P.-BCO COMERCIAL PORTUGUES,0.79,EUR,EURONEXT,-0.98,13983801956.0,USD,12.98,3.81,658.31,97.3,46.02,18.96,17.02,0.75,0.57,0.7,1.35,0.7,0.02,14.05,1.86,162.28,1.300298503,162.28,1.16,1.3,1.38,2.46
DLTR,"Dollar Tree, Inc.",112.59,USD,NASDAQ,-0.67,23497061164.0,USD,,0.0,11.46,8.78,47.58,27.44,-0.17,114.52,83.01,107.99,0.88,0.63,2.43,19.25,10.61,83.8,1.379554822,83.8,1.08,1.38,1.36,2.46
NEM,Newmont Corporation,70.09,USD,NYSE,1.58,76990335943.0,USD,12.58,1.45,5.48,35.78,47.68,30.64,15.97,66.68,49.95,62.03,0.32,0.88,1.75,20.26,15.59,114.11,1.334885033,114.11,1.11,1.33,1.4,2.45
RCL,Royal Caribbean Cruises Ltd.,325.03,USD,NYSE,-1.24,88287136383.0,USD,24.5,0.74,415.59,103.87,32.42,39.5,-7.22,322.42,254.01,316.08,2.23,1.8,9.71,47.48,16.59,175.78,1.26932572,175.78,1.18,1.27,1.28,2.45
SAN,BANCO SANTANDER S.A.,8.26,EUR,BME,-0.01,142373000000.0,USD,9.82,2.08,362.52,94.58,42.34,16.78,13.1,7.87,6.09,7.45,1.62,1.6,0.15,13.29,1.16,153.7,1.293108075,153.7,1.15,1.29,1.36,2.45
SAB,BANCO DE SABADELL,3.42,EUR,BME,0.06,20148288086.0,USD,9.71,4.87,950.0,80.44,36.92,21.38,16.83,3.28,2.52,3.02,1.32,1.25,0.06,13.27,2.85,138.75,1.299970343,138.75,1.14,1.3,1.36,2.44
ABN,ABN AMRO BANK N.V.,25.84,EUR,EURONEXT,0.35,24895816757.0,USD,9.31,5.29,228.17,69.61,47.36,12.35,6.08,25.41,19.41,24.46,1.01,0.96,0.46,10.16,2.09,129.32,1.308887873,129.32,1.13,1.31,1.33,2.44
EME,"EMCOR Group, Inc.",610.85,USD,NYSE,0.95,27344242064.0,USD,25.35,0.17,721.92,66.78,41.1,34.87,9.15,619.09,476.31,565.51,1.27,1.66,16.34,38.14,40.39,142.76,1.299765769,142.76,1.14,1.3,1.28,2.44
AS,"Amer Sports, Inc.",37.2,USD,NYSE,0.08,20603046956.0,USD,90.38,0.0,177.61,169.68,26.23,4.0,-3.53,37.74,30.41,37.84,3.31,0.96,1.52,4.71,8.4,199.91,1.240836333,199.91,1.2,1.24,1.22,2.44
SPIE,SPIE,52.1,EUR,EURONEXT,-0.1,10172586984.0,USD,43.44,1.9,281.68,51.81,53.78,14.66,9.78,51.73,39.31,48.78,0.87,0.62,0.86,10.66,10.85,120.24,1.315996302,120.24,1.12,1.32,1.33,2.44
BEAN,BELIMO N,896.5,CHF,SIX,-0.22,13664597595.0,USD,64.56,1.06,138.11,63.45,35.32,11.78,-1.48,916.6,692.07,864.4,1.22,1.03,21.12,32.4,39.07,110.55,1.32443136,110.55,1.11,1.32,1.3,2.43
MEDP,"Medpace Holdings, Inc.",453.34,USD,NASDAQ,-2.66,12735691945.0,USD,33.71,0.0,258.48,16.04,30.99,57.03,1.74,447.24,337.56,375.19,1.43,1.15,14.37,89.38,74.72,104.05,1.32494478,104.05,1.1,1.32,1.34,2.43
HEI,HEIDELBERG MATERIALS,201.1,EUR,XETR,-0.05,41665495003.0,USD,19.19,1.62,291.86,119.4,45.41,12.98,0.93,202.0,161.12,197.18,1.28,1.14,4.63,10.71,10.98,177.78,1.253782669,177.78,1.18,1.25,1.25,2.43
AFRM,"Affirm Holdings, Inc.",74.49,USD,NASDAQ,2.07,24030470969.0,USD,,0.0,-18.05,154.06,-1.17,57.62,12.13,72.95,59.76,68.76,3.63,2.59,3.59,-2.26,4.42,210.51,1.220706992,210.51,1.21,1.22,1.25,2.43
EUROB,EUROBANK HOLDINGS (CR),3.42,EUR,ATHEX,0.18,14601028251.0,USD,8.9,3.07,714.76,70.84,37.87,29.43,8.09,3.32,2.56,3.11,1.76,1.48,0.07,16.0,4.15,138.14,1.295257561,138.14,1.14,1.3,1.33,2.43
NRG,"NRG Energy, Inc.",145.89,USD,NYSE,-1.55,28219619497.0,USD,61.74,1.14,320.67,78.09,31.15,-5.09,-4.33,156.84,119.19,154.82,1.14,1.9,5.9,17.66,13.62,104.14,1.315888857,104.14,1.1,1.32,1.22,2.42
BKT,"BANKINTER, S.A.",13.23,EUR,BME,0.15,13775420280.0,USD,,3.51,301.73,68.75,48.52,11.83,15.65,12.73,9.89,11.89,0.92,1.0,0.2,17.23,1.29,129.1,1.286852302,129.1,1.13,1.29,1.34,2.42
IBKR,"Interactive Brokers Group, Inc.",62.47,USD,NASDAQ,0.02,27814604295.0,USD,32.76,0.43,382.67,106.58,9.84,23.6,1.08,64.49,50.3,59.7,1.22,1.71,1.92,19.15,,140.02,1.282084234,140.02,1.14,1.28,1.24,2.42
DASH,"DoorDash, Inc.",245.18,USD,NASDAQ,0.56,104740000000.0,USD,136.41,0.0,34.71,91.8,21.08,24.07,2.02,252.01,199.66,241.86,1.7,1.44,8.16,9.71,5.84,136.95,1.262165806,136.95,1.14,1.26,1.23,2.4
BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",16.46,EUR,BME,0.27,109523000000.0,USD,9.1,3.49,562.37,76.31,35.53,20.81,28.64,15.3,12.09,13.95,1.8,1.3,0.32,18.91,8.03,132.64,1.264994602,132.64,1.13,1.26,1.36,2.4
EBS,ERSTE GROUP BANK AG,86.0,EUR,VIE,-1.77,40647909866.0,USD,11.65,3.43,325.32,79.84,31.62,19.86,13.16,83.88,66.3,77.58,1.41,1.25,1.74,15.16,3.89,131.32,1.265195981,131.32,1.13,1.27,1.3,2.4
BATS,BRITISH AMERICAN TOBACCO ORD GBP0.25,4358.0,GBX,LSE,-0.8,128654000000.0,USD,31.57,5.47,69.94,57.73,44.26,32.1,13.14,4177.62,3296.38,3873.72,0.66,0.32,80.2,6.03,4.73,134.08,1.267333472,134.08,1.13,1.27,1.32,2.4
ANET,"Arista Networks, Inc.",132.03,USD,NYSE,0.43,165944000000.0,USD,51.92,0.0,843.53,50.19,26.73,46.7,18.3,128.96,100.78,112.98,1.37,2.23,4.76,33.64,31.26,123.62,1.279563202,123.62,1.12,1.28,1.31,2.4
BZ,KANZHUN LIMITED - American Depository Shares,23.54,USD,NASDAQ,6.61,10643698131.0,USD,35.29,0.0,-29.73,67.78,46.3,37.66,24.75,20.64,16.59,19.29,0.41,1.24,0.86,13.65,11.07,151.75,1.243870505,151.75,1.15,1.24,1.42,2.4
IDXX,"IDEXX Laboratories, Inc.",633.05,USD,NASDAQ,-1.06,50646969343.0,USD,52.69,0.0,64.76,27.68,39.31,27.12,21.03,617.82,473.02,567.19,1.5,0.92,17.54,64.87,56.95,94.11,1.306114637,94.11,1.09,1.31,1.34,2.4
CW,Curtiss-Wright Corporation,484.35,USD,NYSE,0.8,18249391944.0,USD,40.87,0.18,376.72,61.92,46.11,17.18,1.65,490.26,388.85,483.55,1.18,1.23,13.96,17.46,14.93,125.21,1.260807673,125.21,1.13,1.26,1.25,2.39
WRT1V,WARTSILA CORPORATION,24.23,EUR,OMXHEX,-0.16,16619496876.0,USD,25.52,1.57,243.2,28.2,33.57,36.2,5.49,24.17,18.68,22.02,1.46,1.21,0.39,23.78,22.99,97.97,1.293803232,97.97,1.1,1.29,1.3,2.39
NVDA,NVIDIA Corporation,174.98,USD,NASDAQ,-0.24,4269510000000.0,USD,56.36,0.02,1258.14,37.44,24.95,34.6,2.12,178.52,137.64,166.29,2.14,2.12,4.45,115.46,107.35,96.99,1.296952299,96.99,1.1,1.3,1.27,2.39
BAMI,BANCO BPM,12.0,EUR,MIL,-0.41,21139080609.0,USD,7.56,8.39,739.16,99.27,32.1,19.58,20.6,11.34,9.25,10.62,0.94,1.09,0.21,16.45,3.76,150.95,1.225322365,150.95,1.15,1.23,1.3,2.38
SE,Sea Limited,179.6,USD,NYSE,0.48,106327000000.0,USD,91.13,0.0,19.9,121.62,34.37,12.72,15.9,162.87,133.98,158.57,1.59,1.31,6.33,14.48,10.94,168.71,1.21562897,168.71,1.17,1.22,1.34,2.38
GALD,GALDERMA GROUP N,136.1,CHF,SIX,-0.29,40096995147.0,USD,98.75,0.11,123.11,67.53,19.28,34.09,9.41,131.67,104.84,124.15,0.47,1.19,3.14,5.04,6.68,120.9,1.255914922,120.9,1.12,1.26,1.3,2.38
BT.A,BT GROUP ORD GBP0.05,211.9,GBX,LSE,-0.05,27692159716.0,USD,20.03,3.8,94.41,57.49,43.71,21.29,5.95,211.0,167.87,201.89,1.01,0.82,3.96,8.29,8.05,122.5,1.256918344,122.5,1.12,1.26,1.26,2.38
GLW,Corning Incorporated,64.89,USD,NYSE,0.45,55585987788.0,USD,68.7,1.73,99.48,57.46,24.79,35.61,20.68,63.08,50.04,56.78,1.06,1.17,1.31,7.55,8.28,117.86,1.260654922,117.86,1.12,1.26,1.3,2.38
GNRC,Generac Holdings Inc.,190.55,USD,NYSE,0.47,11180702279.0,USD,31.65,0.0,0.7,24.57,36.7,57.03,27.89,187.49,148.61,161.18,1.68,1.04,5.75,14.59,13.18,118.29,1.261650854,118.29,1.12,1.26,1.28,2.38
CABK,"CAIXABANK, S.A.",8.84,EUR,BME,-0.07,72671567059.0,USD,10.41,4.04,352.64,66.23,36.17,15.25,16.81,8.49,6.74,7.9,1.0,1.14,0.14,16.64,1.33,117.65,1.260818559,117.65,1.12,1.26,1.31,2.38
TEL,TE Connectivity plc,200.3,USD,NYSE,-0.62,59184946623.0,USD,41.36,1.32,113.65,32.39,28.84,28.92,11.94,203.95,157.76,185.42,1.23,1.34,3.94,11.63,17.12,90.15,1.292761886,90.15,1.09,1.29,1.27,2.38
HWM,Howmet Aerospace Inc.,173.25,USD,NYSE,0.76,69841633598.0,USD,50.63,0.21,923.33,80.85,24.85,7.22,-6.36,180.46,142.59,179.79,1.48,1.53,4.83,29.98,21.25,112.91,1.265545376,112.91,1.11,1.27,1.21,2.38
NESTE,NESTE CORPORATION,15.11,EUR,OMXHEX,1.96,13209030616.0,USD,,1.36,-64.94,-24.11,68.71,64.63,15.3,14.41,11.34,13.1,1.34,1.75,0.4,-2.56,-0.18,109.24,1.270521703,109.24,1.11,1.27,1.33,2.38
MBK,MBANK,967.6,PLN,GPW,-3.01,11555388571.0,USD,12.76,0.0,397.23,55.86,31.68,20.68,13.92,932.5,731.08,846.91,1.78,1.43,31.8,18.9,9.21,108.22,1.27550718,108.22,1.11,1.28,1.32,2.38
GE,GE Aerospace,268.71,USD,NYSE,0.85,284951000000.0,USD,37.51,0.48,749.94,57.97,28.96,17.42,3.06,271.09,211.83,259.37,1.45,1.58,6.07,40.2,8.5,104.36,1.27979344,104.36,1.1,1.28,1.27,2.38
IAG,INTERNATIONAL CONSOLIDATED AIRLINE ORD EUR0.10 (CDI),387.6,GBX,LSE,0.47,23971644017.0,USD,7.66,1.85,200.43,122.31,17.6,17.88,3.94,379.88,313.86,362.82,2.97,1.49,8.41,57.5,21.04,157.79,1.210355454,157.79,1.16,1.21,1.23,2.37
SHOP,Shopify Inc.,136.68,USD,NASDAQ,-0.44,177638000000.0,USD,75.44,0.0,32.44,82.24,9.17,35.58,7.97,136.13,109.27,123.79,2.68,3.56,5.43,22.09,13.72,126.99,1.245860199,126.99,1.13,1.25,1.25,2.37
SMMT,Summit Therapeutics Inc.,26.01,USD,NASDAQ,0.54,19321442309.0,USD,,0.0,589.92,109.76,8.97,2.08,-2.88,27.22,21.84,24.8,-1.06,3.51,1.62,-328.3,-326.26,120.8,1.246708879,120.8,1.12,1.25,1.19,2.37
CG,The Carlyle Group Inc.,62.3,USD,NASDAQ,1.57,22534214684.0,USD,18.18,2.28,134.12,53.98,19.95,43.95,4.5,62.43,50.03,57.22,1.89,1.84,1.81,23.07,,117.87,1.247746834,117.87,1.12,1.25,1.25,2.37
NVT,nVent Electric plc,88.02,USD,NYSE,-0.02,14166580466.0,USD,25.05,0.9,355.35,34.65,31.71,39.36,17.91,86.3,68.26,78.64,1.35,1.77,2.46,7.53,9.97,105.72,1.264250777,105.72,1.11,1.26,1.29,2.37
MAP,"MAPFRE, S.A.",3.84,EUR,BME,-0.05,13604690609.0,USD,11.05,3.39,147.71,73.38,44.98,9.83,11.3,3.69,3.0,3.55,0.76,0.86,0.06,12.2,4.76,128.19,1.232248888,128.19,1.13,1.23,1.28,2.36
WWD,"Woodward, Inc.",247.84,USD,NASDAQ,0.65,14862027957.0,USD,39.21,0.43,199.76,58.95,30.13,20.89,-1.68,252.57,201.27,248.94,1.29,1.22,5.95,16.76,13.39,109.97,1.254904986,109.97,1.11,1.25,1.23,2.36
CCL,Carnival Corporation,29.27,USD,NYSE,0.03,38111475159.0,USD,15.86,0.0,94.87,89.94,18.5,34.7,-2.3,29.55,24.37,28.23,2.71,1.85,0.83,30.02,11.32,143.14,1.212689384,143.14,1.14,1.21,1.2,2.36
APG,APi Group Corporation,35.44,USD,NYSE,0.06,14880846384.0,USD,105.98,0.0,255.35,53.38,28.9,17.87,2.49,35.1,27.9,34.36,1.57,1.08,0.69,8.26,7.9,100.15,1.258269871,100.15,1.1,1.26,1.27,2.36
RBRK,"Rubrik, Inc.",85.24,USD,NYSE,0.16,16495156610.0,USD,,0.0,120.83,135.47,20.01,-4.17,-1.01,87.93,72.64,87.95,0.47,1.75,4.17,,-106.68,151.3,1.210442313,151.3,1.15,1.21,1.17,2.36
AEM,AGNICO EAGLE MINES LTD,189.59,CAD,TSX,1.47,68429231663.0,USD,23.08,1.19,80.18,70.36,37.37,17.4,12.11,180.44,146.85,171.42,0.57,0.97,4.82,14.22,15.89,125.13,1.228758979,125.13,1.13,1.23,1.29,2.35
FRHC,Freedom Holding Corp.,174.95,USD,NASDAQ,0.82,10710734009.0,USD,129.81,0.0,681.38,97.75,12.87,3.72,-0.03,178.07,143.63,162.04,1.14,1.08,6.81,6.78,,114.34,1.239816822,114.34,1.11,1.24,1.22,2.35
PRU,PRUDENTIAL PLC GBP0.05,998.93,GBX,LSE,-0.8,34552952117.0,USD,15.33,1.76,-17.82,48.52,39.95,18.64,8.82,968.66,781.22,936.24,1.64,1.53,14.6,12.68,3.03,107.1,1.239943691,107.1,1.11,1.24,1.28,2.35
LKNCY,Luckin Coffee Inc.,38.35,USD,OTC,3.68,10862752961.0,USD,22.54,0.0,1643.18,77.22,21.44,23.51,4.24,37.87,30.96,37.17,-0.25,0.09,1.33,30.41,30.33,122.17,1.223209453,122.17,1.12,1.22,1.24,2.35
BPE,BPER BANCA,9.09,EUR,MIL,-0.48,20596893059.0,USD,8.32,6.6,484.64,83.48,33.23,15.48,17.69,8.66,7.1,8.05,1.56,1.28,0.21,14.64,5.96,132.19,1.220767885,132.19,1.13,1.22,1.28,2.35
VIK,Viking Holdings Ltd,58.27,USD,NYSE,-0.48,25822839709.0,USD,31.39,0.0,122.83,61.55,16.19,37.59,0.28,58.63,47.4,55.64,2.41,1.42,1.62,,26.66,115.33,1.236807761,115.33,1.12,1.24,1.23,2.35
ORNAV,ORION CORPORATION A,69.4,EUR,OMXHEX,0.87,11286769985.0,USD,25.81,2.36,73.28,50.54,33.46,18.84,0.14,68.16,54.63,66.24,0.55,0.66,1.33,44.96,42.23,102.84,1.247514482,102.84,1.1,1.25,1.27,2.35
JDEP,JDE PEET'S,26.82,EUR,EURONEXT,-0.07,15206880046.0,USD,21.61,2.68,-28.52,28.57,57.39,16.91,10.73,25.82,20.64,24.8,0.05,0.58,0.37,5.7,5.01,102.88,1.251226308,102.88,1.1,1.25,1.3,2.35
VRT,"Vertiv Holdings, LLC",126.58,USD,NYSE,-0.75,48336683623.0,USD,60.47,0.11,690.63,65.85,20.55,24.88,0.57,137.54,112.05,129.07,1.78,2.6,5.83,34.84,26.8,111.29,1.227486652,111.29,1.11,1.23,1.13,2.34
MTZ,"MasTec, Inc.",173.67,USD,NYSE,0.67,13703943767.0,USD,51.54,0.0,282.53,55.23,29.22,16.44,-0.3,180.96,146.43,174.46,1.83,1.73,5.9,9.38,8.51,100.89,1.235799179,100.89,1.1,1.24,1.19,2.34
AXON,"Axon Enterprise, Inc.",763.51,USD,NASDAQ,0.34,59938925986.0,USD,188.74,0.0,812.63,104.66,38.4,6.34,1.94,775.05,652.9,773.09,1.36,1.75,32.03,14.0,0.05,149.41,1.18710403,149.41,1.15,1.19,1.17,2.34
STAN,STANDARD CHARTERED PLC ORD USD0.50,1412.5,GBX,LSE,3.86,42071234902.0,USD,10.09,2.11,255.7,89.65,20.73,21.92,6.52,1369.71,1130.27,1295.71,0.0,1.71,31.78,10.31,0.89,132.3,1.211850732,132.3,1.13,1.21,1.25,2.34
ULTA,"Ulta Beauty, Inc.",520.18,USD,NASDAQ,0.68,23379805120.0,USD,20.31,0.0,142.01,38.81,41.31,29.09,4.54,514.87,416.63,492.09,1.12,0.41,11.99,50.44,38.12,109.2,1.235795127,109.2,1.11,1.24,1.25,2.34
RYA,Ryanair Holdings PLC,26.3,EUR,EURONEXT,-0.08,32421560006.0,USD,14.01,1.52,133.67,77.7,31.73,10.09,5.12,26.07,21.43,24.81,1.35,1.17,0.46,27.21,21.84,119.52,1.216211998,119.52,1.12,1.22,1.23,2.34
UNI,UNIPOL,18.26,EUR,MIL,-0.49,15260723911.0,USD,11.25,4.67,356.6,96.4,31.43,6.91,8.6,17.76,14.72,17.1,1.06,1.02,0.33,13.26,1.57,134.73,1.206219401,134.73,1.13,1.21,1.24,2.34
QXO,"QXO, Inc.",18.82,USD,NYSE,-2.39,12676335771.0,USD,,0.0,-90.81,50.56,43.12,12.39,-14.45,20.22,16.34,21.0,2.3,0.04,0.91,-0.39,-3.37,106.07,1.237677228,106.07,1.11,1.24,1.15,2.34
PKN,PKNORLEN,83.39,PLN,GPW,0.23,26309285590.0,USD,10.61,5.18,53.97,32.79,38.75,18.28,-4.04,82.61,66.17,83.36,1.44,0.74,2.25,6.04,12.01,89.82,1.248489155,89.82,1.09,1.25,1.26,2.34
ENKAI,ENKA INSAAT,73.9,TRY,BIST,-0.14,10402035220.0,USD,14.84,3.17,1096.05,58.72,42.25,18.52,8.12,71.18,58.6,67.4,0.7,0.49,2.17,10.2,7.79,119.5,1.214574488,119.5,1.12,1.21,1.26,2.33
UI,Ubiquiti Inc.,390.57,USD,NYSE,-1.02,23626066108.0,USD,43.05,0.61,106.65,117.24,15.51,1.6,-12.28,437.17,366.94,420.54,1.35,1.53,20.59,237.68,95.74,134.35,1.191386701,134.35,1.13,1.19,1.06,2.33
SGI,Somnigroup International Inc.,80.5,USD,NYSE,-0.62,16895991409.0,USD,56.37,0.69,271.18,57.75,26.02,27.49,8.77,76.37,62.72,72.3,1.26,1.13,1.69,16.47,11.39,111.26,1.217499598,111.26,1.11,1.22,1.28,2.33
WPM,WHEATON PRECIOUS METALS CORP,131.22,CAD,TSX,1.43,42799620891.0,USD,54.06,0.69,93.25,56.76,33.39,10.32,3.73,130.53,106.08,126.39,0.52,1.1,3.61,10.85,14.05,100.47,1.230491518,100.47,1.1,1.23,1.24,2.33
ERF,EUROFINS SCIENT.,67.86,EUR,EURONEXT,-0.21,14376325376.0,USD,29.93,0.87,-2.42,31.0,37.42,19.89,9.28,66.89,53.86,63.39,0.53,0.81,1.17,11.27,8.7,88.32,1.242066874,88.32,1.09,1.24,1.26,2.33
TLX,TALANX AG,120.7,EUR,XETR,-0.17,36233484332.0,USD,13.79,2.22,288.85,59.76,44.55,5.41,8.25,118.71,96.99,113.79,0.75,0.8,2.61,19.75,4.56,109.73,1.2239848,109.73,1.11,1.22,1.24,2.33
BAP,Credicorp Ltd.,251.11,USD,NYSE,0.82,19971555864.0,USD,11.85,4.35,98.63,47.53,34.61,24.36,10.45,244.42,200.69,231.79,1.06,0.5,5.32,18.54,7.55,106.5,1.217921536,106.5,1.11,1.22,1.25,2.32
ATRL,ATKINSREALIS GROUP INC,93.6,CAD,TSX,-0.18,11152071094.0,USD,6.41,0.09,294.94,71.3,27.04,7.59,-4.54,96.8,79.47,96.48,1.54,1.71,1.8,58.74,8.09,105.93,1.217950786,105.93,1.11,1.22,1.18,2.32
CCL,CARNIVAL PLC ORD USD1.66,2016.0,GBX,LSE,0.0,38064641729.0,USD,14.14,0.0,116.54,89.03,14.74,34.76,-1.56,2022.57,1707.82,1926.51,2.99,1.88,54.87,30.56,11.52,138.53,1.184303586,138.53,1.14,1.18,1.18,2.32
BARC,BARCLAYS PLC ORD GBP0.25,375.1,GBX,LSE,0.31,70472439487.0,USD,6.23,2.25,244.95,66.9,25.05,14.85,7.13,368.74,304.09,350.08,1.95,1.75,6.43,10.02,0.63,106.8,1.212615913,106.8,1.11,1.21,1.23,2.32
C,"Citigroup, Inc.",92.59,USD,NYSE,-0.62,170449000000.0,USD,13.69,2.4,85.55,50.8,13.19,29.23,-1.05,93.72,76.56,88.85,1.37,1.52,1.98,6.64,1.14,93.21,1.22410992,93.21,1.09,1.22,1.21,2.32
LDO,LEONARDO,47.21,EUR,MIL,0.38,31394445432.0,USD,25.94,1.16,704.26,113.72,32.46,-8.29,-2.96,46.95,39.61,47.11,1.21,0.66,1.88,12.1,8.12,137.89,1.185197367,137.89,1.14,1.19,1.19,2.32
RKT,"Rocket Companies, Inc.",17.58,USD,NYSE,-1.01,36997453457.0,USD,,0.0,-28.91,-9.05,35.75,43.39,13.97,17.02,13.58,15.37,2.29,-0.14,0.87,-0.01,2.13,70.09,1.252749478,70.09,1.07,1.25,1.29,2.32
PST,POSTE ITALIANE,20.3,EUR,MIL,-0.29,30739219104.0,USD,12.31,5.32,158.27,64.17,39.71,8.24,8.85,19.55,16.38,18.75,0.94,0.64,0.24,20.02,1.46,112.12,1.193516165,112.12,1.11,1.19,1.24,2.31
HII,"Huntington Ingalls Industries, Inc.",266.48,USD,NYSE,-0.23,10456843808.0,USD,19.96,2.0,67.44,-3.43,50.1,19.93,6.21,266.58,214.33,254.11,0.32,0.83,6.08,11.59,5.37,66.6,1.243779735,66.6,1.07,1.24,1.24,2.31
